school,specialization
dai hoc nong lam hcm,"['canh quan va ky thuat hoa vien', 'quan tri kinh doanh', 'cong nghe sinh hoc', 'quan tri kinh doanh', 'thiet ke canh quan', 'quan tri kinh doanh', 'ke toan', 'su pham ky thuat nong nghiep', 'ke toan', 'thiet ke do go noi that', 'cong nghe hoa hoc', 'cong nghe che bien vi sinh thuc pham', 'quan ly dat dai va bds', 'kinh te nong lam', 'quan ly dat dai', 'canh quan va ky thuat hoa vien', 'san xuat thuc an chan nuoi', 'chuyen nganh quan tri kinh doanh', 'bao quan, che bien nong san thuc pham va dinh duong nguoi', 'cong nghe ki thuat hoa hoc', 'quan ly dat dai', 'kinh doanh nong nghiep', 'ky su che bien thuy san', 'tieng anh', 'cong nghe sinh hoc', 'dieu khien tu dong', 'su pham ki thuat nong nghiep', 'quan ly tai nguyen va du lich sinh thai', 'khoa hoc moi truong', 'bac sy thu y', 'chan nuoi', 'nong hoc', 'kinh te nong lam', 'su pham ky thuat nong nghiep', 'quan tri kinh doanh', 'ngon ngu anh', 'cong nghe hoa thuc pham', 'ngon ngu anh', 'su pham ky thuat nong nghiep', 'ke toan', 'cong nghe thuc pham', 'ke toan tong hop', 'ngon ngu anh', 'quan li dat dai va bat dong san', 'ki su nong nghiep', 'cong nghe thuc pham', 'phat trien nong thon', 'quan tri kinh doanh', 'ke toan', 'nong lam ket hop', 'cong nghe che bien lam san', 'cong nghe thuc pham', 'quan tri kinh doanh', 'cong nghe ky thuat o to', 'cong nghe nhiet lanh', 'quan tri kinh doanh thuong mai', 'chan nuoi thu y', 'ke toan', 'cong nghe che bien thuy san', 'ki su co khi', 'kinh te', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'quan ly moi truong', 'gis', 'chuyen nganh', 'chung chi tieng anh b1', 'chung chi b tin hoc', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'che bien lam san', 'chuyen nganh', 'quan tri kinh doanh nong nghiep', 'khoa cong nghe thuc pham', 'chuyen nganh', 'business administration', 'quan ly moi truong', 'quan tri kinh doanh nong nghiep']"
dai hoc su pham ky thuat hcm,"['dien tu cong nghiep', 'cong nghe che tao may', 'ki thuat nu cong', 'may cong nghiep', 'chuyen nganh cong nghe che tao may', 'cong nghe thuc pham', 'cong nghe ky thuat moi truong', 'dien cong nghiep va dan dung', 'cong nghe ky thuat dien tu truyen thong', 'ky thuat oto chat luong cao tieng anh', 'ky thuat', 'cong nghe thong tin', 'cntt', 'cong nghe ky thuat dien, dien tu', 'cong nghe ky thuat nhiet', 'co dien tu', 'cong nghe thong tin', 'cong nghe thong tin', 'co tin ky thuat', 'electronics and communications technical education', 'it', 'cong nghe ky thuat may tinh', 'cong nghe ky thuat dien tu truyen thong', 'cong nghe che tao may', 'cong nghe dien tu - vien thong', 'ke toan', 'cong nghe ky thuat dien-dien tu', 'ky thuat dien - dien tu', 'che tao may', 'cong nghe dien dien tu', 'thiet ke thoi trang', 'cong nghe ky thuat o to', 'dien cong nghiep', 'cong nghe che tao may', 'cong nghe che tao may', 'quan tri kinh doanh', 'cong nghe ky thuat nhiet', 'ky thuat cong nghiep', 'cong nghe ki thuat tphcm', 'ky thuat in', 'cong nghe ky thuat o to', 'cong nghe ky thuat o to', 'cong nghe ky thuat may tinh', 'co khi', 'dien cong nghiep', 'dien tu vien thong', 'cong nghe may', 'ky su nhiet dien lanh', 'dien cong nghiep', 'chuyen nganh', 'quan ly cong nghiep', 'ky thuat xay dung cong trinh giao thong', 'computer engineering', 'chuyen nganh', 'cn ky thuat hoa hoc', 'ky su oto', 'cong nghe in', 'che tao may', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ky thuat', 'dien tu truyen thong', 'dien tu cong nghe truyen thong', 'dien dien tu']"
dai hoc su pham hcm,"['hoa phan tich', 'ky thuat che bien mon an', 'su pham', 'sinh hoc', 'giao vien tieu hoc', 'su pham ly', 'ngu van', 'tieng anh', 'giao duc dac biet', 'tam li hoc', 'tieng trung', 'bien phien dich tieng phap', 'giaoa duc mam non', 'ngon ngu anh - thuong mai', 'ngoai ngu', 'tieng phap', 'business english', 'gdmn', 'cntt', 'cu nhan tieng trung', 'su pham mam non', 'quan ly giao duc', 'quoc te hoc', 'ngon ngu nga - anh', 'su pham toan hoc', 'ngon ngu trung quoc', 'tam ly hoc', 'su pham tin hoc', 'giao duc the chat', 'sp dia ly', 'tieng anh thuong mai', 'su pham ngu van', 'gdqp-an', 'quan li giao duc', 'giao duc tieu hoc', 'vat li', 'tam ly hoc', 'ngon ngu han quoc', 'cu nhan tam ly hoc', 'giao duc tieu hoc', 'ngon ngu nhat', 'tieng phap bpd', 'su pham vat ly', 'su pham dia li hoc', 'ngon ngu phap', 'su pham tieng anh', 'giao duc dac biet', 'giao duc mam non', 'quan ly giao duc', 'nang luc giang day tkt (dh cambridge)', 'su pham tieng anh', 'giao duc the chat', 'qlgd', 'giao duc mam non', 'ngon ngu anh', 'su pham tin hoc', 'giao duc tieu hoc he vua lam vua hoc', 'ngon ngu han quoc', 'tieng anh', 'chuyen nganh', 'toan', 'quoc phong', 'chuyen nganh']"
dai hoc su pham the duc the thao hcm,[]
dai hoc vinh,"['co khi dong luc', 'ngon ngu anh', 'xay dung dan dung va cong nghiep', 'ky su nong hoc', 'quan tri kinh doanh', 'luat', 'chuyen nhanh xay dung', 'su pham hoa', 'ngon ngu anh', 'su pham hoa hoc', 'nganh ke toan', 'ky thuat xay dung dan dung', 'tai chinh ngan hang', 'luat hoc', 'chuyen nganh', 'chuyen nganh', 'ngon ngu anh', 'food and technology', 'chuyen nganh', 'cu nhan ke toan', 'chuyen nganh', 'ky su xay dung dan dung va cong nghiep', 'chuyen nganh']"
dai hoc can tho,"['cntt co ban', 'cong nghe thong tin', 'van bang 2 chuyen nganh luat', 'tai chinh ngan hang', 'cong nghe sinh hoc', 'nong nghiep sach', 'cong nghe thuc pham', 'kinh doanh nong nghiep', 'kinh te ngoai thuong', 'ky su xay dung', 'kinh doanh thuong maij', 'su pham toan hoc', 'ky thuat phan mem', 'cu nhan kinh te', 'cong nghe che bien thuy san', 'quan tri kinh doanh', 'dien tu vien thong', 'quan tri kinh doanh', 'ky thuat pham mem', 'hoa hoc', 'su pham vat li', 'quan ly', 'he thong thong tin', 'cu nhan anh van', 'bien phien dich tieng anh', 'ky thuat co dien tu', 'ky thuat dien tu, truyen thong (electronics and communication engineering)', 'tai chinh- ngan hang', 'van hoc', 'nong hoc', 'bao ve thuc vat', 'su pham tieng phap', 'he thong thong tin', 'luat thuong mai', 'sinh hoc', 'quan ly cong nghiep', 'chuyen nganh cong nghe thuc pham', 'kinh doanh quoc te', 'su pham phap van', 'tai chinh - ngan hang', 'chuyen nganh hoa duoc', 'thong tin hoc', 'su pham sinh', 'viet nam hoc (huong dan vien du lich)', 'ngu van, luat', 'co khi che tao may', 'ngon ngu phap', 'su pham hoa hoc', 'xay dung', 'cong nghe thuc pham', 'quan li moi truong', 'ke toan', 'su pham tieng phap', 'ky su chan nuoi - thu y', 'mang may tinh & tt', 'xay dung cong trinh thuy', 'sinh hoc', 'su pham ngoai ngu tieng anh', 'ke toan', 'cu nhan luat']"
dai hoc da lat,"['cu nhan khoa hoc lich su', 'tieng anh thuong mai', 'luat hoc', 'ngon ngu anh', 'viet nam hoc', 'ngon ngu anh', 'quoc te hoc', 'toan tin hoc', 'quan tri dich vu du lich va lu hanh_traveltourism', 'quan tri kinh doanh']"
dai hoc dong thap,"['ke toan', 'ke toan', 'cu nhan ky thuat nong nghiep', 'giao duc the chat', 'su pham tieng anh', 'ngon ngu anh', 'quan tri kinh doanh', 'cu nhan cong nghe thuc pham - loai kha', 'chinh chi a anh van', 'chung chi a tin hoc', 'su pham hoa hoc', 'su pham toan', 'quan tri kinh doanh', 'chuyen nganh', 'chuyen nganh', 'khoa hoc moi truong']"
dai hoc kien giang,[]
dai hoc nha trang,"['ke toan', 'ke toan', 'ky thuat xay dung', 'cong nghe che bien thuy san', 'ke toan', 'he thong thong tin quan ly', 'ke toan - kiem toan', 'co khi che tao may', 'chuyen nganh', 'quan tri kinh doanh', 'game', 'chuyen nganh', 'nuoi trong thuy san', 'ke toan', 'pho thong']"
dai hoc quy nhon,"['chuyen nganh', 'dien tu - vien thong', 'economics', 'quan tri kinh doanh', 'nganh quan tri kinh doanh', 'kinh te', 'su pham hoa hoc', 'ke toan', 'kinh te', 'quan tri marketing', 'ngon ngu anh', 'su pham tieng anh', 'tai chinh - ngan hang', 'kinh te tai chinh ke toan', 'van hoc', 'quan tri kinh doanh', 'kinh te hoc', 'tai chinh doanh nghiep']"
dai hoc su pham ky thuat hung yen,"['co dien', 'cong nghe phan mem', 'ke toan', 'hoa hoc moi truong', 'cong nghe hoa hoc', 'cong nghe may va thiet bi hoa chat dau khi', 'dien tu cong nghiep', 'co dien tu', 'cong nghe moi truong', 'ke toan', 'cong nghe ky thuat moi truong', 'ngon ngu anh', 'cong nghe may- thiet ke thoi trang', 'ke toan', 'thiet ke thoi trang', 'may hoa']"
dai hoc tay bac,"['su pham vat ly', 'su pham vat ly', 'quan ly tai nguyen va moi truong', 'bao ve thuc vat', 'su pham toan', 'chuyen nganh']"
dai hoc tay nguyen,"['tai chinh ngan hang', 'luat kinh doanh', 'giao duc tieu hoc', 'giao duc mam non']"
dai hoc viet duc,"['quan tri kinh doanh', 'nha hang - khach san']"
dai hoc y ha noi,"['chuyen khoa san phu khoa', 'rang ham mat', 'bac si y hoc du phong', 'rang ham mat', 'bac si tai mui hong', 'yhct']"
dai hoc duoc ha noi,"['quan li- kinh te duoc', 'quan ly kinh te duoc', 'chuyen nganh cong nghiep duoc', 'duoc si', 'duoc lam sang', 'duoc hoc', 'duoc si', 'duoc hoc', 'chuyen nganh', 'chuyen nganh', 'rang ham mat']"
dai hoc y te cong cong,"['truyen thong giao duc suc khoe', 'y te cong cong', 'xet nghiem y hoc du phong', 'chuyen nganh', 'y te cong cong', 'thac sy ytcc']"
hoc vien y duoc hoc co truyen viet nam,"['trung cap duoc', 'bac si y hoc co truyen']"
dai hoc y duoc hcm,"['noi khoa', 'chuyen nganh cu nhan xet nghiem', 'gay me hoi suc', 'bac si da khoa', 'y hoc co truyen', 'noi than kinh', 'duoc', 'duoc si', 'bac si rang ham mat', 'duoc si dai hoc', 'gay me hoi suc', 'duoc', 'duoc ta', 'duoc', 'bac si da khoa', 'cu nhan xet nghiem y hoc', 'gay me hoi suc', 'ktv xet nghiem', 'cu nhan phuc hoi chuc nang', 'duoc ta', 'chuyen nganh', 'chuyen nganh', 'chan doan hinh anh', 'duoc si dai hoc']"
dai hoc y duoc hai phong,['bac si y hoc du phong']
dai hoc y duoc thai binh,[]
dai hoc y duoc can tho,"['y da khoa', 'y da khoa', 'duoc hoc']"
dai hoc dieu duong nam dinh,"['dieu duong da khoa', 'dieu duong da khoa', 'dai hoc dieu duong nam dinh', 'dieu duong', 'cu nhan dieu duong']"
dai hoc ky thuat y te hai duong,"['xet nghiem da khoa', 'ktv hinh anh y hoc', 'dieu duong ho sinh', 'ktv xet nghiem y hoc']"
dai hoc ky thuat y duoc da nang,"['xet nghiem y hoc', 'dieu duong nha khoa']"
hoc vien am nhac quoc gia viet nam,"['thanh nhac', 'su pham am nhac']"
hoc vien mua viet nam,[]
dai hoc van hoa ha noi,"['kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'van hoa hoc', 'van hoa hoc- truyen thong va nghien cuu', 'van hoa du lich', 'viet van- bao chi', 'van hoa', 'van hoa du lich', 'quan ly vh', 'van hoa hoc', 'kinh doanh xuat ban pham', 'bao chi', 'bao chi', 'chuyen nganh van hoa truyen thong', 'van hoa du lich', 'chuyen nganh']"
dai hoc my thuat viet nam,[]
dai hoc san khau dien anh ha noi,"['dao dien truyen hinh', 'bien tap truyen hinh', 'dao dien dien anh', 'thiet ke my thuat', 'bien kich dien anh', 'quay phim', 'dien vien dien anh']"
nhac vien hcm,"['bep viet nhat', 'hoc vien hang khong viet nam (an hang - o khong).', 'ma ket tinh', 'guitarist', 'thanh nhac', 'thanh nhac']"
dai hoc san khau dien anh hcm,"['dao dien dien anh - truyen hinh', 'dao dien dien anh - truyen hinh', 'nhiep anh', 'su pham am nhac-chinh quy', 'dien vien chuyen nghiep']"
dai hoc my thuat hcm,"['thiet ke do hoa', 'graphic design', 'do hoa', 'my thuat ung dung']"
dai hoc the duc the thao hcm,"['bong ro', 'bong da', 'chuyen nganh', 'chuyen nganh', 'giao duc the chat', 'giao duc the chat', 'giao duc the chat', 'yinh hoc tdtt', 'giao duc the chat', 'chuyen nganh', 'y sinh hoc']"
dai hoc van hoa hcm,"['viet nam hoc', 'quan ly van hoa', 'chuyen nganh : quan tri dich vu va lu hanh', 'viet nam hoc', 'thu vien thong tin', 'quan ly van hoa nghe thuat', 'du lich', 'quan ly du lich', 'van hoa hoc', 'du lich', 'kinh doanh xuat ban pham', 'truyen thong van hoa', 'kinh doanh xuat ban pham', 'quan ly van hoa', 'viet nam hoc', 'huong dan vjen du lich', 'viet nam hoc', 'trung cap thu vien thong tin', 'bao tang hoc', 'du lich', 'quan ly nghe thuat xa hoi', 'chuyen nganh', 'chuyen nganh', 'truyen thong', 'du lich', 'quan ly van hoa', 'chuyen nganh', 'khoa du lich']"
hoc vien am nhac hue,['thanh nhac']
dai hoc the duc the thao bac ninh,['giao duc the chat']
dai hoc the duc the thao da nang,"['chuyen nganh bong chuyen', 'giao duc the chat']"
dai hoc cong nghiep ha noi,"['ke toan', 'dien - dien tu', 'dien - dien tu', 'marketing', 'cong nghe ky thuat co khi', 'dong luc', 'chuyen nganh', 'che tao va khi han nhan', 'xay dung dan dung va cong nghiep', 'cong nghe thong tin', 'cong nghe thong tin', 'ke toan kiem toan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'qtkd', 'ke toan', 'dien tu', 'tai chinh ngan hang', 'dien', 'ke toan', 'cong nghe ky thuat o to', 'quan tri kinh doanh', 'cong nghe ky thuat o to', 'ke toan - kiem toan', 'ke toan', 'ke toan', 'ke toan', 'cong nghe ky thuat hoa hoc', 'cong nghe ky thuat o to', 'cong nghe ky thuat o to', 'cong nghe ky thuat o to', 'ke toan', 'dien cong nghiep', 'ke toan', 'cong nghe hoa', 'dien', 'cong nghe che tao may', 'quan tri kinh doanh', 'ke toan - kiem toan', 'cong nghe thong tin', 'ke toan', 'cong nghe o to', 'quan tri kinh doanh', 'quan tri kinh doanh', 'dien tu cong nghiep', 'ke toan', 'ke toan', 'dien tu', 'cong nghe o to', 'ke toan', 'dien tu - truyen thong', 'co khi che tao may', 'ke toan', 'kiem toan', 'dien tu', 'cong nghe o to', 'quan tri kinh doanh', 'co dien tu', 'hoa phan tich', 'khoa hoc may tinh - cong nghe thong tin', 'ke toan kiem toan', 'co khi che tao', 'cong nghe ki thuat hoa hoc', 'ngon ngu anh', 'cong nghe hoa hoc', 'ngon ngu anh', 'quan tri kinh doanh du lich khach san', 'ke toan', 'ke toan', 'dien cong nghiep', 'tieng anh', 'ngon ngu anh', 'khoa hoc may tinh', 'he thong thong tin', 'co dien tu', 'dien tu - truyen tgong', 'dien tu', 'tai chinh ngan hang', 'ke toan', 'ke toan kiem toan', 'ke toan kiem toan', 'ke toan - kiem toan', 'qtkd', 'chuyen nganh', 'tcnh2', 'ke toan', 'cong nghe hoa', 'quan tri kinh doanh', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'cong nghe ky thuat dien tu truyen thong', 'ky thuat dien', 'quan tri kinh doanh', 'ke toan', 'kiem toan', 'chuyen nganh', 'ke toan - kiem toan', 'ke toan', 'ky thuat dien - dien tu', 'chuyen nganh', 'chuyen nganh', 'ky thuat phan mem', 'quan tri kinh doanh', 'chuyen nganh', 'co khi che tao chuyen nganh cat got kim loai', 'ky thuat co khi', 'kinh te', 'ke toan', 'ke toan', 'quan tri kinh doanh', 'nong hoc', 'kinh te', 'dien- tu dong hoa']"
dai hoc cong nghiep viet hung,"['ky thuat co khi', 'chuyen nganh', 'co khi che tao', 'cong nghe ky thuat dien tu', 'tai chinh ngan hang', 'cong nghe thong tin', 'tai chinh - ke toan', 'hach toan ke toan', 'tai chinh ngan hang', 'tai chinh ngan hang', 'dien tu', 'co khi', 'dien tu', 'cong nghe ky thuat dien, dien tu', 'dien-dien tu']"
dai hoc kinh te ky thuat cong nghiep,"['ke toan', 'kinh te', 'quan tri kinh doanh', 'quan tri kinh doanh', 'cong nghe det may', 'ke toan', 'quan tri kinh doanh', 'ke toan', 'ke toan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'tai chinh doanh nghiep', 'cong nghe may', 'ke toan', 'tai chinh ngan hang', 'quan tri kinh doanh', 'tai chinh ngan hang', 'cong nghe may', 'tai chinh doanh nghiep', 'ke toan', 'quan tri kinh doanh', 'ke toan', 'ke toan', 'co dien', 'ke toan', 'cong nghe o to', 'quan tri kinh doanh', 'tai chinh ngan hang', 'quan tri kinh doanh', 'tai chinh ngan hang', 'ke toan', 'ke toan', 'ke toan', 'quan tri kinh doanh', 'ke toan', 'tai chinh ngan hang', 'khoa cntt', 'tai chinh ngan hang', 'ki thuat dien - dien tu', 'ke toan', 'dien dien tu', 'quan tri kinh doanh', 'tai chinh - ngan hang', 'tai chinh doanh nghiep', 'ke toan', 'ke toan', 'ke toan', 'ke toan', 'cong nghe thong tin', 'business administrator', 'thuc pham', 'cong nghe may & thiet ke thoi trang', 'co khi che tao may', 'cong nghe thong tin', 'dien tu truyen thong', 'cong nghe thong tin', 'cong nghe thong tin', 'cong nghe may', 'ke toan', 'tai chinh ngan hang', 'dien tu truyen thong']"
dai hoc dien luc,"['quan ly nang luong', 'dien cong nghiep', 'ke toan doanh nghiep', 'kinh te nang luong', 'khoa he thong dien', 'ke toan', 'tai chinh', 'he thong dien', 'quan ly nang luong', 'ke toan doanh nghiep', 'quan tri kinh doanh', 'dien tu vien thong', 'ke toan', 'he thong dien', 'quan tri kinh doanh', 'ke toan', 'ke toan', 'co dien tu', 'tai chinh ke toan', 'ke toan', 'quan tri kinh doanh', 'cao hoc cong nghe thong tin', 'tai chinh ngan hang', 'quan tri kinh doanh', 'ke toan', 'nhiet dien', 'tai chinh ngan hang', 'ke toan', 'he thong dien', 'co dien tu', 'ke toan', 'ke toan', 'ke toan doanh nghiep', 'ke toan', 'he thong dien', 'dien lanh', 'dien tu vien thong', 'quan tri an ninh mang', 'ke toan', 'ke toan', 'tai chinh ngan hang', 'dien cong nghiep va dan dung', 'ke toan doanh nghiep', 'ke toan tai chinh', 'he thong dien', 'dien - tu dong hoa', 'tu dong hoa', 'he thong', 'quan li nang luong', 'chuyen nganh ke toan', 'chuyen nganh', 'ky thuat hat nhan', 'tu dong hoa', 'ke toan doanh nghiep', 'tcnh', 'tcnh', 'ke toan', 'chuyen nganh', 'chuyen nganh', 'he thong dien', 'ke toan doanh nghiep']"
dai hoc cong nghiep hcm,"['che tao maty', 'dien cong nghiep va dan dung', 'phuc vu nha hang', 'phuc vu nha hang', 'ngan hang', 'ki thuat vien tin hoc', 'may thoi trang', 'ke toan - kiem toan', 'cong nghe thong tin', 'cong nghe thong tin', 'tai chinh ngan hang', 'nha may', 'quan tri kinh doanh', 'tai chinh ngan hang', 'cong nghe o to', 'ke toan kiem toan', 'ky thuat phan mem', 'cong nghe ky thuat oto', 'co khi che tao', 'quan tri khach san', 'ky thuat dien', 'cong nghe thuc pham', 'dien tu', 'cong nghe thuc pham', 'ngon ngu anh', 'ke toan', 'ke toan', 'nha hang khach san', 'nha hang khach san', 'quan tri ks.-nh', 'marketing', 'tai chinh - ngan hang', 'hoa huu co , kinh doanh', 'hoa hoc , kinh doanh', 'chuyen nganh', 'quan tri kinh doanh', 'ke toan-kiem toan', 'ke toan quan tri', 'ke toan - kiem toan', 'ke toan', 'cong nghe hoa hoc', 'quan tri kinh doanh', 'quan tri kinh doanh quoc te', 'ngon ngu anh', 'ke toan doanh nghiep', 'tai chinh ngan hang', 'quan tri kinh doanh', 'dien tu, truyen thong', 'cong nghe thong tin', 'cong nghe thuc pham', 'quan tri kinh doanh', 'dien cong nghiep va dien dan dung', 'ke toan - kiem toan', 'quan tri du lich lu hanh', 'thac si cong nghe thong tin', 'tieng anh', 'cong nghe thong tin', 'cong nghe thong tin', 'cong nghe sinh hoc', 'cong nghe phan mem', 'quan tri kinh doanh', 'cong nghe thuc pham', 'tai chinh ngan hang', 'tai chinh - ngan hang', 'tai chinh- ngan hang', 'cong nghe moi truong', 'cong nghe hoa', 'co khi', 'cong nghe ky thuat moi truong', 'cong nghe hoa hoc', 'ke toan kiem toan', 'tu dong hoa', 'quan tri kinh doanh', 'ke toan', 'cong nghe may', 'dien', 'kinh doanh quoc te', 'kinh doanh du lich', 'quan tri kinh doanh', 'ke toan doanh nghiep', 'quan tri kinh doanh', 'kinh doanh quoc te', 'quan tri kinh doanh', 'computer science', 'dieu khien tu dong', 'cong nghe ky thuat moi truong', 'cu nhan anh van', 'quan tri kinh doanh', 'ke toan', 'quan tri kinh doanh', 'tai chinh', 'mang may tinh', 'khoa ke toan_ kiem toan', 'dien cong nghiep', 'co khi che tao', 'dien tu - tu dong', 'tai chinh - ngan hang', 'cong nghe che tao may', 'cong nghe ky thuat dien', 'cong nghe thong tin', 'tai chinh - ngan hang', 'cong nghen moi truong', 'quan tri kinh doanh', 'cong nghe ky thuat hoa', 'tai chinh doanh nghiep', 'quan li moi truong', 'quan tri khach san', 'moi truong', 'quan tri kinh doanh', 'ke toan', 'tai chinh ngan hang', 'quan tri kinh doanh', 'co khi che tao may', 'quan tri kinh doanh', 'cong nghe hoa', 'dienb tu vien thong', 'kinh doanh quoc te', 'ke toan, kiem toan', 'dien tu tu dong', 'ky thuat phan mem', 'ke toan - kiem toan', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'cong nghe phan mem', 'quan tri kinh doanh ( marketing )', 'cong nghe phan mem', 'ke toan kiem toan', 'co khi che tao may', 'dien tu tu dong', 'co khi che tao may', 'cong nghe thuc pham', 'ky thuat dien', 'cong nghe ki thuat hoa hoc', 'tai chinh ngan hang', 'ngon ngu anh', 'ngon ngu anh', 'cong nghe thuc pham', 'cong nghe thuc pham', 'tai chinh ngan hang', 'he thong dieu khien tu dong', 'he thong dieu khien tu dong', 'ngon ngu anh', 'cong nghe sinh hoc', 'ngon ngu anh', 'nhiet lanh', 'tai chinh - ngan hang', 'cong nghe sinh hoc', 'co khi o to', 'loc hoa dau', 'tai chinh ngan hang', 'thiet ke thoi trang', 'hoa phan tich', 'ngon ngu anh', 'cong nghe thuc pham', 'cong nghe thuc pham', 'cong nghe hoa', 'ke toan - kiem toan', 'cong nghe ky thuat o to', 'dien tu vien thong', 'cong nghe hoa hoc', 'cong nghe hoa hoc', 'ki thuat dien', 'cong nghe o to', 'quan tri kinh doanh', 'quan tri marketing', 'cong nghe thuc pham', 'cong nghe thuc pham', 'chuyen nganh ke toan - kiem toan', 'quan tri kinh doanh', 'quan tri du lich', 'co khi o to', 'marketing', 'dien tu truyen thong', 'quan tri kinh doanh quoc te', 'chuyen nganh', 'tai chinh ngan hang', 'tai chinh ngan hang', 'ke toan', 'industrial biotechnology', 'anh van can ban b', 'cong nghe thong tin', 'ks cong nghe thuc pham', 'dien cong nghiep', 'cong nghe ki thuat co khi', 'chuyen nganh', 'dien tu vien thong, drama', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'quan tri kinh doanh', 'chuyen nganh', 'chuyen nganh', 'cong nghe - ky thuat dien.', 'chuyen nganh', 'chuyen nganh', 'ky thuat dien tu vien thong', 'tai chinh ngan hang', 'cong nghe thong tin', 'kinh doanh quoc te', 'quan tri kinh doanh tong hop', 'chuyen nganh', 'ke toan -kiem toan', 'quan tri nha hang & dich vu an uong', 'dien tu tu dong hoa', 'quan tri kinh doanh', 'qtkd', 'che bien thuc pham', 'quan tri kinh doanh', 'tai chinh doanh nghiep', 'cong nghe sinh hoc', 'dam bao chat luong va an toan thuc pham', 'cong nghe che bien thuy san', 'kiem nghiem chat luong thuc pham', 'cong nghe sinh hoc', 'dam bao chat luong va ve sinh an toan thuc pham', 'cong nghe thuc pham', 'cong nghe hoa hoc', 'quan tri kinh doanh', 'co khi che tao may', 'quan tri kinh doanh', 'ke toan doanh nghiep', 'thuy san', 'cong nghe thong tin', 'kiem tra chat luong luong thuc thuc pham', 'cong nghe thuc pham', 'tai chinh ke toan', 'tai chinh ke toan', 'cong nghe thuc pham', 'cong nghe hoa hoc', 'dam bao chat luong va an toan thuc pham', 'tai chinh ngan hang', 'ke toan', 'cong nghe thuc pham', 'quan tri kinh doanh', 'cong nghe ky thuat hoa hoc', 'co khi che tao may', 'ke toan', 'cong nghe ky thuat moi truong', 'cong nghe che bien thuy san', 'quan tri kinh doanh', 'ky thuat moi truong', 'cong nghe ky thuat hoa hoc', 'ke toan', 'quan tri nha hang', 'cong nghe vat lieu', 'cong nghe thuc pham', 'tai chinh ke toan', 'cong nghe thuc pham', 'cong nghe che bien thuy san', 'dam bao chat luong va an toan thuc pham', 'cong nghe thuc pham', 'ke toan', 'cong nghe thuc pham', 'cong nghe ky thuat moi truong', 'cong nghe sinh hoc', 'cong nghe sinh hoc', 'dam bao chat luong va an toan thuc pham', 'quan tri kinh doanh', 'cong nghe thuc pham', 'ke toan', 'cong nghe che bien thuy san', 'dam bao chat luong va an toan thuc pham', 'ke toan', 'cong nghe che bien thuy san', 'dien cong nghiep', 'quan tri kinh doanh', 'cong nghe thong tin', 'cong nghe thuc pham', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'ke toan', 'cong nghe sinh hoc', 'ke toan', 'quan tri kinh doanh', 'ke toan kiem toan', 'quan tri kinh doanh tong hop', 'cong nghe dong luc - chuyen nganh cong nghe o to', 'ke toan - kiem toan', 'chuyen nganh', 'cong nghe thuc pham', 'quan tri nha hang', 'cong nghe ki thuat dieu khien va tu dong hoa', 'cong nghe ky thuat dien tu - truyen thong', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'business administration', 'chuyen nganh', 'chuyen nganh', 'tai chinh doanh nghiep', 'chuyen nganh']"
dai hoc cong thuong hcm,[]
dai hoc cong nghiep quang ninh,"['ki thuat dien, dien tu', 'cntd k3', 'tu dong hoa']"
dai hoc cong nghiep viet tri,"['hoa phan tich', 'ky thuat hoa phan tich', 'cong nghe hoa hoc', 'tu dong hoa', 'dien-dien tu']"
dai hoc sao do,"['co khi dong luc', 'dien-dien tu', 'trung cap nghe dien', 'ke toan', 'lai may xuc may ui']"
dai hoc cong nghe giao thong van tai,"['ke toan tong hop', 'xay dung cong trinh giao thong', 'xay dung', 'co khi o to', 'dien . dien tu', 'cong nghe ktot', 'quan tri kinh doanh', 'xay dung dan dung', 'quan tri kinh doanh', 'kinh te van tai sat', 'ke toan doanh nghiep', 'xay dung cau duong bo', 'dien tu vien thong', 'ke toan doanh nghiep', 'co khi', 'cong nghe cau duong bo', 'chuyen nganh', 'chuyen nganh', 'ki thuat xay dung cau duong bo', 'cau duong', 'cong nghe thong tin']"
