school,specialization
dai hoc bach khoa ha noi,"['cntt', 'quan ly moi truong', 'quan tri kinh doanh', 'cntt', 'ky thuat vien do hoa', 'tieng anh ky thuat', 'thac si quan tri kinh doanh (mba)', 'hoa vien kien truc', 'co dien tu', 'bao duong cong nghiep', 'ki thuat moi truong', 'vat ly ki thuat y sinh', 'ki thuat o to', 'dien lanh', 'tin hoc', 'cntt', 'quan tri kinh doanh', 'cao hoc', 'cong nghe sinh hoc', 'thac sy cong nghe sinh hoc', 'dien tu vien thong', 'cong nghe thong tin', 'cong nghe vat lieu polyme va composite', 'quan ly cong nghiep', 'quan tri tai chinh', 'technology of oil and gas industry', 'tu dong hoa', 'cong nghe thong tin', 'dien tu vien thong', 'cong nghe thong tin', 'cong nghe thong tin', 'co khi', 'he thong dien', 'che tao may', 'ky su chat luong cao - he thong thong tin va truyen thong', 'co dien tu', 'cong nghe thong tin', 'he thong dien', 'qua trinh va thiet bi trong hoa - thuc pham', 'hust', 'dien, tu dong hoa', 'cong nghe thong tin', 'cu nhan quan tri kinh doanh', 'cong nghe thong tin', 'cong nghe che tao may', 'cong nghe huu co hoa dau', 'chuyen nganh ky thuat hoa hoc, dinh huong hoa huu co', 'chuyen nganh cong nghe che tao may', 'khoa hoc may tinh', 'co khi dong luc', 'dien tu vien thong', 'dien tu vien thong', 'thac si - ky thuat truyen thong', 'quan tri doanh nghiep', 'cong nghe thong tin', 'petrochemical engineering', 'quan tri kinh doanh', 'dien tu vien thong', 'ke toan', 'co khi', 'co khi dong luc', 'tai chinh ngan hang', 'khoa dien tu vien thong', 'tieng anh khoa hoc va ky thuat', 'loc hoa dau', 'dien tu vien thong', 'ky thuat hoa hoc', 'dien tu dong', 'quan ly chat luong thuc pham', 'cntt', 'ki thuat hoa hoc', 'tu dong hoa cong nghiep', 'ky su qua trinh va thiet bi', 'khoa hoc va cong nghe moi truong', 'co khi o to', 'dien tu - truyen thong', 'dien tu vien thong', 'ki thuat hang khong', 'vat lieu va cong nghe duc', 'thiet bi dien- dien tu', 'cong nghe thong tin', 'chuyen nganh', 'co dien tu, may va thiet bi cong nghe hoa chat', 'kinh te cong nghiep', 'it programming', 'chuyen nganh', 'co dien tu', 'toan tin ung dung', 'quan tri doanh nghiep', 'quan tri mang']"
dai hoc kinh te hcm,"['ke toan', 'chung chi ke toan truong', 'ke toan kiem toan', 'quan tri kinh doanh', 'ke toan doanh nghiep', 'kiem toan', 'ke toan', 'khai bao thue', 'ke toan truong', 'chung chi ke toan truong', 'quan tri nhan su', 'ke toan', 'ke toan', 'ke toan', 'quan tri kinh doanh', 'thu ky ke toan_tro ly giam doc', 'kinh doanh quoc te', 'quan tri van phong', 'quan tri nguon nhan luc', 'tai chinh ngan hang', 'quan tri kinh doanh', 'ke toan - kiem toan', 'quan tri kinh doanh tong hop', 'tai chinh doanh nghiep', 'tai chinh doanh nghiep', 'ke hoach va dau tu', 'luat kinh doanh', 'quan tri kinh doanh tong hop', 'tai chinh', 'marketing', 'ngoai thuong', 'khoa du lich - thuong mai - marketing', 'quan tri kinh doanh', 'tai chinh', 'ngoai thuong', 'ke toan', 'quan tri', 'ngoai thuong', 'quan tri kinh doanh', 'marketing', 'quan tri kinh doanh tong hop', 'quan tri kinh doanh', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'tai chinh ngan hang', 'tai chinh cong', 'marketing', 'thac sy tai chinh - ngan hang', 'chung chi xuat nhap khau hai quan', 'qtkd', 'tai chinh cong', 'quan tri kinh doanh', 'ke toan doanh nghiep va khai bao thue', 'ke toan kiem toan', 'quan tri kinh doanh', 'tai chinh', 'quan tri kinh doanh', 'quan tri kinh doanh ngoai thuong', 'audit', 'quan tri kinh doanh', 'cu nhan kinh te', 'cu nhan', 'cu nhan', 'ke toan', 'quan tri', 'thu ki va quan tri van phong', 'khai bao thue chuyen nghiep', 'qtkd', 'xuat nhap khau - thu tuc hai quan', 'quan tri kinh doanh xuat nhap khau', 'thuong mai', 'quan tri kinh doanh, chuyen nganh thuong mai', 'kinh doanh quoc te', 'quan tri kinh doanh', 'ke toan doanh nghiep', 'quan tri nhan su chuyen nghiep', 'quan tri kinh doanh', 'tai chinh - ngan hang', 'kinh te hoc', 'quan tri du lich', 'kiem toan', 'ngan hang', 'quan tri rui ro tai chinh va bao hiem', 'kinh doanh quoc te', 'quan tri nhan su', 'quan tri', 'quan tri kinh doanh', 'tieng anh thuong mai', 'tai chinh', 'marmeting', 'tai chinh ngan hang', 'ke toan - kiem toan', 'khai bao thue', 'tai chinh - ngan hang', 'ngan hang', 'tham dinh gia', 'ke toan kiem toan', 'tai chinh- ngan hang', 'quan tri kinh doanh', 'quan tri nhan su', 'chuyen nganh kinh te ke hoach va dau tu', 'luat', 'marketing', 'tai chinh - ngan hang', 'ke toan', 'ke toan doanh nghiep', 'kinh doanh quoc te', 'thu ky van phong', 'ngan hang', 'quan tri kinh doanh', 'ngoai thuong qtkd', 'quan tri kinh doanh', 'ngoai thuong', 'ke toan', 'ke toan tin hoc', 'ke toan dn va khai bao thue', 'marketing', 'quan tri kinh doanh', 'chuyen nganh', 'kiem toan', 'chuyen nganh', 'tai chinh ke toan', 'luat', 'kinh te doi ngoai', 'luat kinh te', 'tai chinh ngan hang', 'luat dan su', 'quan tri nhan su', 'chuyen vien xuat nhap khau-hai quan']"
hoc vien quan ly giao duc,"['quan ly giao duc', 'quan ly giao duc', 'tam ly hoc giao duc', 'quan ly dao tao', 'tam ly hoc giao duc', 'quan ly giao duc', 'tam li giao duc', 'kinh te giao duc', 'chuyen nganh']"
dai hoc ha noi,"['tai chinh ngan hang', 'tai chinh - ngan hang', 'quoc te hoc', 'ngon ngu anh', 'ngon ngu trung quoc', 'cong nghe thong tin', 'quan tri kinh doanh', 'ngon ngu anh', 'ngon ngu anh', 'quan tri kinh doanh', 'ngon ngu phap', 'ngon ngu nga', 'ngon ngu nga', 'ngon ngu anh', 'tieng han quoc', 'khoa tieng duc (german department)', 'khoa tieng anh (english department)', 'chuyen nganh ngon ngu tieng trung', 'bien phien dich', 'quoc te hoc', 'ngon ngu', 'tai chinh ngan hang', 'khoa tieng nga', 'tieng italia', 'quan tri kinh doanh va du lich', 'tieng trung, tieng anh', 'chuyen bien phien dich tieng anh', 'quan tri kinh doanh', 'ngon ngu anh', 'ngon ngu trung quoc', 'ngon ngu anh', 'ngon ngu anh', 'ngon ngu anh', 'tieng phap', 'tieng anh', 'ngon ngu tieng trung quoc', 'ngon ngu phap', 'ngon ngu anh', 'dich vu phap ly', 'van thu luu tru', 'quan tri van phong', 'quan tri nhan luc', 'thu ky van phong', 'quan tri van phong', 'quan tri nhan luc', 'quan tri nhan luc', 'quan ly nha nuoc', 'quan tri van phong', 'quan tri van phong', 'chuyen nganh hanh chinh', 'ke toan']"
dai hoc giao thong van tai,"['xay dung', 'co khi o to', 'van tai da phuong thuc', 'kinh te xay dung', 'kinh te', 'co khi o to', 'quan tri kinh doanh', 'van tai - kinh te', 'duong bo', 'kinh te xay dung', 'co khi o to', 'cau duong bo', 'cau duong oto va san bay', 'ke toan', 'cong trinh', 'van tai - kinh te', 'ky thuat vien thong', 'van tai kinh te', 'quan tri doanh nghiep xay dung giao thong', 'thac si quan tri kinh doanh', 'cntt', 'ki thuat thong tin va truyen thong', 'tu dong hoa', 'tu dong hoa thiet ke cau duong', 'quy hoach va quan ly gtvt do thi', 'cau duong bo', 'quan ly xay dung', 'xay dung cau duong', 'thac si cau ham', 'khai thac van tai', 'kinh te buu chinh vien thong', 'cong nghe ky thuat dieu khien va tu dong hoa', 'ky su xay dung', 'co dien tu', 'duong sat', 'quan tri kinh doanh', 'cau duong bo', 'khai thac van tai', 'ky su cau duong bo', 'kinh te', 'ke toan tong hop', 'cau duong phap', 'ke toan tong hop', 'ky thuat xay dung cong trinh giao thong', 'cong trinh', 'tu dong hoa', 'cong nghe thong tin', 'kinh te van tai bien', 'kinh te van tai bien', 'kinh te van tai o to, moi gioi tai chinh bh', 'xay dung dan dung va cong nghiep', 'kinh te bcvt', 'xay dung cau duong', 'khai thac van tai', 'ky thuat vien thong', 'xay dung cau duong bo', 'xay dung cong trinh giao thong do thi viet nhat', 'ky thuat xay dung cong trinh giao thong', 'xay dung cau duong', 'ki su xay dung cong trinh giao thong', 'chuyen nganh dia ky thuat', 'tu dong hoa thiet ke co khi', 'kinh te xay dung', 'nganh kinh te xay dung', 'kinh te van tai du lich', 'xay dung cong trinh giao thong tien tien - lien ket voi dai hoc leeds vuong quoc anh', 'kinh te xay dung cong trinh giao thong', 'quan tri doanh nghiep', 'xay dung cau duong bo', 'khai thac van tai da phuong thuc', 'xay dung cau duong', 'chuyen nganh', 'chuyen nganh', 'ki thuat xay dung cong trinh giao thong', 'chuyen nganh', 'ky thuat cong trinh giao thong', 'kinh te xay dung', 'co gioi hoa xay dung giao thong', 'dieu khien tau bien', 'co khi', 'ke toan', 'kinh te van tai', 'lai xe van tai bang lai a1 . b2', 'giao thong van tai', 'lai xe hang b2']"
dai hoc kinh te quoc dan,"['tieng anh thuong mai', 'quan tri marketing', 'marketing - quan tri ban hang', 'truyen thong marketing', 'thuong mai quoc te', 'tai chinh ngan hang', 'quan tri doanh nghiep (mba)', 'kinh te quoc te', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'kinh te ke hoach', 'kinh te dau tu', 'tai chinh-ngan hang', 'ke toan', 'ke hoach phat trien', 'quan tri kinh doanh', 'quan tri du lich va lu hanh', 'quan tri kinh doanh quoc te', 'kiem toan', 'ngan hang', 'quan tri kinh doanh cong nghiep', 'quan tri kinh doanh tong hop', 'kiem toan', 'quan tri nhan luc', 'tai chinh doanh nghiep', 'ke toan - kiem toan', 'quan tri kinh doanh quoc te', 'tai chinh', 'quan tri khach san', 'tai chinh', 'tai chinh ngan hang', 'ke toan', 'quan tri kinh doanh', 'quan tri kinh doanh', 'chuyen nganh tieng anh thuong mai', 'quan tri nhan luc', 'ke toan tong hop', 'ke toan', 'quan tri kinh doanh', 'kinh te va quan ly do thi', 'ngan hang', 'kinh te dau tu', 'ke toan tong hop', 'quan tri kinh doanh', 'ke toan', 'kinh te va quan ly nguon nhan luc', 'ke toan', 'thuong mai quoc te', 'ke toan tong hop', 'quan tri chat luong', 'tieng anh thuong mai', 'quan tri kinh doanh thuong mai', 'kiem toan', 'business administration', 'quan tri kinh doanh', 'kinh te', 'kinh te quoc te', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'kiem toan', 'kinh te va quan ly tai nguyen, moi truong', 'quan tri kinh doanh', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'quan ly cong', 'ngoai ngu kinh te', 'tai chinh doanh nghiep', 'ke toan tong hop', 'tai chinh doanh nghiep / vien tai chinh ngan hang', 'thong ke kinh doanh', 'quan tri kinh doanh quoc te', 'kinh te bao hiem', 'nghe ke toan', 'kiem toan', 'tai chinh ngan hang', 'hoc quan ly kinh te', 'quan tri kinh doanh bang tieng anh', 'ke hoach va phat trien', 'tai chinh ngan hang', 'quan tri khach san', 'ke toan thue', 'tieng anh thuong mai', 'tai chinh ngan hang', 'kinh doanh thuong mai', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'tai chinh ngan hang', 'marketing', 'kinh te nong nghiep', 'quan ly kinh te', 'tieng anh thuong mai', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan tong hop', 'tai chinh doanh nghiep', 'quan tri kinh doanh', 'tai chinh quoc te', 'tai chinh doanh nghiep', 'ke hoach', 'kinh te', 'ke toan tong hop', 'kinh te tai nguyen', 'kinh te nong nghiep', 'he thong quan ly thong tin', 'tin hoc kinh te', 'chuyen nganh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan tong hop', 'ke toan', 'ke toan tong hop', 'ke toan tai chinh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'economics', 'chuyen nganh', 'kiem toan', 'finance', 'quan tri kinh doanh', 'tai chinh ngan hang', 'kinh te', 'kinh te hoc quoc te', 'qtkd tong hop', 'ke toan tai chinh', 'kiem toan', 'kinh te dau tu', 'ngan hang', 'hoat dong thuong mai', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'kinh te', 'quan tri kinh doanh thuong mai', 'toan thong ke tin hoc', 'quan tri kinh doanh', 'he thong thong tin quan ly', 'quan tri kinh doanh', 'ke hoach phat trien', 'ke toan khoa 3 thang', 'ke toan', 'kinh te quoc te', 'kinh te dau tu', 'kiem toan', 'kinh te', 'chuyen nganh', 'logistics']"
dai hoc mo dia chat,"['trac dia - dia chinh', 'ky thuat tuyen khoang', 'cong nghe ky thuat hoa hoc', 'cong nghe thong tin', 'dia chat thuy van', 'khai thac ham lo', 'ky thuat dien dien tu', 'dia chat', 'khai thac mo lo thien', 'may va thiet bi cong nghiep', 'ke toan', 'nguyen lieu khoang - dia chat', 'trac dia ban do', 'trac dia cong trinh', 'tin hoc kinh te', 'khai thac lo thien', 'trac dia', 'dia chat cong trinh - dia ky thuat', 'ke toan', 'trac dia ban do - quan ly dat dai', 'ky thuat dau khi', 'cong nghe thong tin', 'trac dia', 'trac dia', 'trac dia _ban do', 'dia chat cong trinh - dia ky thuat', 'khai thac mo', 'quan tri kinh doanh', 'dia chat cong trinh - dia ky thuat', 'dau khi', 'quan tri kinh doanh', 'ke toan', 'chuyen nganh khai thac mo', 'chuyen nganh', 'khai thac mo', 'ki thuat co khi', 'khoan - khai thac', 'ky thuat dieu khien tu dong hoa', 'ky thuat dieu khien tu dong hoa', 'tuyen khoang', 'cong nghe ky thuat hoa hoc', 'tu dong hoa', 'loc hoa dau', 'chuyen nganh', 'quan tri kinh doanh', 'ky su dia chat dau khi', 'quan tri kinh doanh', 'trac dia', 'ban do gis', 'ky thuat dau khi', 'ky thuat trac dia']"
dai hoc mo ha noi,"['luat', 'cong nghe sinh hoc', 'khoa kinh te', 'tai chinh-ngan hang.', 'tai chinh-ngan hang.', 'tai chinh-ngan hang.', 'cntt', 'it', 'thiet ke noi that', 'kien truc', 'ke toan', 'tai chinh ngan hang', 'tieng anh du lich', 'dien tu vien thong', 'tieng anh', 'dien tu', 'tai chinh ngan hang', 'quan tri nhan su', 'kinh te', 'chuyen nganh', 'khoa cong nghe thong tin', 'khoa cong nghe thong tin', 'ngon ngu anh', 'kinh te (ke toan)', 'quan tri kinh doanh', 'ngon ngu anh', 'luat quoc te', 'quan tri kinh doanh', 'tai chinh ngan hang', 'luat kinh te', 'tai chinh - ngan hang', 'ngon ngu anh', 'cong nghe thong tin', 'khoa tieng anh', 'tai chinh ngan hang', 'quan tri lu hanh', 'cong nghe sinh hoc', 'tai chinh_ ke toan', 'quan tri kinh doanh', 'quan tri khach san', 'bussiness administration', 'ke toan tong hop', 'quan tri kinh doanh', 'thiet ke noi that', 'ngon ngu anh', 'thiet ke thoi trang', 'ngoai ngu', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'cong. ghe thong tin', 'ke toan quan tri kinh doanh', 'tieng anh', 'tieng anh', 'tai chinh ngan hang', 'luat kinh te', 'dien tu- vien thong', 'dien tu vien thong', 'tai chinh - ngan hang', 'luat quoc te', 'thiet ke thoi trang', 'luat kinh te', 'ngon ngu anh', 'ke toan', 'ke toan', 'cong nghe sinh hoc', 'thiet ke thoi trang', 'quan tri kinh doanh', 'ke toan', 'quan tri kinh doanh (du lich va khach san)', 'tai chinh ngan hang', 'tai chinh ngan hang', 'ngon ngu anh', 'luat quoc te', 'tai chinh ngan hang', 'electronics & telecommunication, information tecnology', 'dien tu truyen thong', 'ngan hang', 'ngan hang', 'luat quoc te', 'ngon ngu anh', 'ngon ngu anh', 'english-language']"
dai hoc my thuat cong nghiep,"['ky su dien cong nghiep', 'co - dien tu', 'thiet ke cong nghiep', 'do hoa', 'chuyen nganh', 'thiet ke thoi trang', 'thiet ke do hoa', 'do hoa']"
dai hoc ngoai thuong,"['tieng anh, kinh te doi ngoai', 'kinh te doi ngoai', 'quan tri kinh doanh', 'quan tri kinh doanh', 'luat thuong mai quoc te', 'kinh te ngoai thuong', 'thac sy thuong mai', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh - ke toan', 'ngoai ngu', 'quan tri kinh doanh', 'ngan hang', 'ngan hang va tai chinh quoc te', 'kinh te doi ngoai', 'kinh te doi ngoai', 'kinh te quoc te', 'kinh te doi ngoai', 'tai chinh ngan hang', 'ngan hang', 'cu nhan tieng anh thuong mai', 'thac sy quan tri kinh doanh', 'tieng phap', 'quan tri kinh doanh', 'quan tri kinh doanh quoc te', 'tieng trung thuong mai (ngoai ngu 2 tieng nhat)', 'kinh te doi ngoai va tieng phap thuong mai', 'kinh te doi ngoai', 'tai chinh quoc te', 'kinh te ngoai thuong', 'kinh te doi ngoai', 'kinh te quoc te', 'quan tri kinh doanh', 'quan tri du lich, khach san', 'kinh te doi ngoai', 'faculty of economics and international business', 'tieng nhat thuong mai', 'international business', 'kinh te doi ngoai', 'quan tri kinh doanh', 'kinh te doi ngoai', 'kinh te doi ngoai', 'kinh te doi ngoai', 'kinh te doi ngoai', 'quan tri kinh doanh', 'marketing', 'cu nhan ke toan', 'kinh te doi ngoai', 'quan tri kinh doanh quoc te', 'tieng anh thuong mai', 'kinh te doi ngoai', 'tai chinh quoc te', 'tai chinh quoc te', 'quan tri kinh doanhtham', 'kinh te doi ngoai', 'kinh te doi ngoai', 'quan tri kinh doanh - chuyen nganh kinh doanh quoc te', 'chuyen nganh', 'kinh te doi ngoai', 'kinh te doi ngoai', 'international business and economics', 'chuyen nganh', 'kinh te doi ngoai', 'tieng anh thuong mai', 'tai chinh ngan hang', 'tai chinh quoc te', 'ngoai ngu thuong mai', 'quan tri kinh doanh', 'kinh te doi ngoai', 'kinh te quoc te', 'kinh doanh quoc te', 'tai chinh quoc te', 'kinh te doi ngoai', 'ngan hang - tai chinh', 'kinh te doi ngoai', 'kinh te doi ngoai']"
dai hoc su pham ha noi,"['su pham vat ly', 'su pham tieng phap', 'su pham dia li', 'cu nhan dia li', 'mam non', 'gv mam non', 'quan ly giao duc', 'hoa huu co', 'cong nghe - thiet bi truong hoc', 'su pham ngu van', 'the thao', 'su pham ngu vanpp', 'su pham my thuat', 'gd mam non', 'nganh van hoc - khoa ngu van', 'su pham dia ly', 'ly luan va phuong phap day hoc hoa hoc', 'cu nhan', 'lich su', 'sinh hoc', 'sinh hoc', 'su pham anh', 'su pham sinh', 'su pham tieng phap, su pham ngu van', 'tam ly hoc', 'ngu van', 'cong tac xa hoi', 'viet nam hoc', 'tieng anh', 'su pham toan hoc', 'su pham vat li', 'tam ly hoc truong hoc', 'viet nam hoc', 'viet nam hoc', 'su pham tieu hoc', 'su pham vat li', 'ngu van', 'chuyen nganh', 'chuyen nganh', 'van hoc', 'mam non', 'ki thuat dien cong nghiep']"
dai hoc su pham ha noi 2,"['toan hoc', 'su pham hoa hoc', 'su pham sinh hoc', 'su pham sinh hoc', 'su pham toan hoc', 'nghiep vu su pham', 'hoa hoc', 'giao duc mam non', 'ngu van']"
dai hoc su pham nghe thuat trung uong,"['thiet ke thoi trang', 'su pham my thuat', 'quan ly van hoa', 'sp my thuat', 'su pham am nhac', 'thiet ke do hoa']"
dai hoc su pham the duc the thao ha noi,['giao duc the chat']
dai hoc thuong mai,"['marketing', 'marketing', 'quan tri kinh doanh', 'cao hoc thuong mai', 'quan tri kinh doanh', 'luat kinh te', 'marketing thuong mai', 'ke toan', 'kinh te thuong mai', 'thuong mai dien tu', 'quan ly kinh te', 'quan tri nhan luc', 'ke toan', 'khach san du lich', 'quan tri thuong mai dien tu', 'marketing', 'quan tri du an va quan tri nhan su', 'economics', 'kinh te va kinh doanh quoc te', 'e-commerce', 'quan tri kinh doanh', 'marketing', 'quan tri nhan luc', 'ke toan tai chinh', 'ke toan', 'ke toan', 'tai chinh ngan hang', 'tai chinh doanh nghiep thuong mai', 'marketing', 'marketing', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'chuyen nganh ke toan va quan tri kinh doanh', 'ke toan', 'tatm', 'marketing', 'quan li kinh te', 'tieng anh thuong mai', 'quan tri nhan luc', 'nganh quan tri kinh doanh', 'thuong mai', 'quan tri kinh doanh chuyen nganh luat thuong mai', 'thuong mai dien tu', 'tai chinh - ngan hang', 'thuong mai dien tu', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan ly nhan su', 'marketing thuong mai', 'quan ly kinh te', 'tai chinh ke toan', 'ke toan', 'tieng anh thuong nai', 'nghanh quan li kinh te', 'ngon ngu anh', 'marketing thuong mai', 'marketing thuong mai', 'ke toan', 'he thong quan li thong tin', 'quan tri doanh nghiep thuong mai', 'quan tri he thong thong tin', 'quan tri thuong hieu', 'chuyen nghanh marketing', 'tai chinh ngan hang', 'kinh te thuong mai', 'ke toan - kiem toan', 'kinh te va kinh doanh quoc te', 'chuyen nganh', 'chuyen nganh ke toan tai chinh doanh nghiep thuong mai', 'chuyen nganh', 'marketing', 'quan tri kinh doanh', 'cu nhan ke toan', 'chuyen nganh', 'khoa dao tao quoc te', 'quan tri marketting', 'khoa thuong mai quoc te', 'business english', 'chuyen nganh', 'thuong mai quoc te', 'kinh te thuong mai', 'khoa thuong mai quoc te', 'quan tri nhan su', 'ke toan', 'thuong mai quoc te']"
dai hoc xay dung ha noi,"['dan dung va cong nghiep', 'civil engineering + information technology', 'kinh te xay dung anh', 'xay dung dan dung va cong nghiep', 'ky su do thi', 'cong trinh thuy', 'xay dung cau duong', 'vat lieu xay dung', 'kinh te xay dung', 'cong nghe thong tin', 'cap thoat nuoc, moi truong nuoc', 'xay dung dan dung', 'xay dung dan dung va cong nghiep', 'cong nghe thong tin', 'kien truc su', 'civil engineering', 'kien truc cong trinh', 'kinh te quan ly xay dung', 'kien truc', 'xay dung dan dung', 'xay dung dan dung va cong nghiep', 'ki thuat cong trinh bien', 'xay dung dan dung va cong nghiep', 'kinh te xay dung', 'ky su cong trinh giao thong(cau,duong,ham)', 'kinh te xay dung', 'xay dung dan dung va cong nghiep', 'cong nghe thong tin', 'chuyen nganh', 'chuyen nganh', 'xay dung dan dung va cong nghiep dh khoa 62', 'chuyen nganh', 'khoa kien truc', 'xay dung', 'xddd&cn', 'xay dung cau duong', 'khoa kinh te va quan ly xay dung (nuce)', 'quan ly du an dau tu xay dung', 'thac sy kien truc', 'xay dung cau duong', 'xay dung dan dung va cong nghiep', 'xay dung dan dung', 'xay dung dan dung', 'xay dung cau duong bo']"
dai hoc luat hcm,"['luat dan su', 'luat to chuc kinh doanh', 'luat hanh chinh', 'hinh su', 'luat hoc', 'luat hoc', 'luat hoc', 'quan tri - luat', 'luat hoc', 'luat hoc', 'luat hanh chinh nha nuoc', 'luat thuong mai', 'luat thuong mai', 'luat hinh su', 'luat dan su hinh su', 'luat thuong mai', 'quan tri kinh doanh', 'luat quoc te', 'luat hoc', 'quan tri kinh doanh - luat', 'quan tri kinh doanh', 'luat thuong mai', 'luat hoc', 'luat quoc te', 'luat hoc', 'luat', 'luat quoc te', 'luat hinh su', 'luat quoc te', 'kinh te luat', 'luat hoc', 'hanh chinh - tu phap', 'luat quoc te', 'luat', 'anh van phap li', 'chat luong cao nganh luat', 'luat quoc te', 'quan tri kinh doanh', 'luat hoc', 'luat', 'quan tri kinh doanh', 'quan tri kinh doanh va luat thuong mai', 'luat thuong mai', 'luat dan su', 'luat dan su', 'luat dan su', 'tin hoc a ung dung', 'luat dan su', 'luat', 'luat (clc)', 'luat hinh su', 'luat hanh chinh', 'hanh chinh', 'quan tri kinh doanh', 'luat dan su', 'luat thuong mai', 'chuyen nganh luat hinh su', 'chuyen nganh']"
dai hoc mo hcm,"['ke toan', 'ke toan', 'quan tri kinh doanh du lich', 'ke toan', 'luat kinh te - he tu xa', 'luat kinh te', 'tai chinh - ngan hang', 'ngoai ngu anh', 'marketing management', 'tai chinh-ngan hang', 'quan tri kinh doanh cn marketing', 'kinh doanh quoc te', 'quan tri kd', 'banking and finance', 'quan tri kinh doanh chat luong cao', 'cong nghe thong tin', 'ke toan - kiem toan', 'ke toan - kiem toan', 'ke toan - kiem toan', 'ke toan - kiem toan', 'he thong thong tin quan ly', 'cong tac xa hoi', 'tcnh', 'tai chinh ngan hang', 'cntt', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'xay dung dan dung va cong nghiep', 'dong nam a hoc', 'ngoai ngu', 'quan tri kinh doanh', 'quan tri kinh doanh quoc te', 'luat', 'marketing', 'quan tri kinh doanh', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'dien - dien tu', 'kinh doanh quoc te', 'quan tri kinh doanh', 'tai chinh ngan hang', 'quan tri kinh doanh', 'ke toan - kiem toan', 'khoa hoc may tinh', 'khoa hoc may tinh', 'tai chinh ngan hang', 'tai chinh ngan hang', 'he thong thong tin quan ly', 'sinh vien', 'tai chinh ngan hang', 'kinh te', 'tai chinh- ngan hang', 'kinh te', 'luat kinh te', 'dong nam a hoc', 'khoa: quan tri kinh doanh', 'tai chinh ngan hang', 'marketing', 'luat kinh te', 'quan tri kinh doanh', 'ke toan - kiem toan', 'ket toan', 'cong nghe sinh hoc', 'tai chinh ngan hang', 'luat kinh te', 'cong nghe sinh hoc', 'quan tri kinh doanh - kinh doanh quoc te', 'luat kinh te', 'ke toan', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'kinh te', 'ke toan kiem toan', 'luat kinh te', 'ke toan', 'xay dung dan dung va cong nghiep', 'quan tri marketing', 'ke toan', 'ke toan', 'vi sinh', 'tai chinh ngan hang', 'quan tri kinh doanh - chuyen nganh quan tri marketing', 'tai chinh ngan hang', 'quan tri kinh doanh', 'kinh doanh quoc te', 'marketing', 'kinh te', 'quan tri kinh doanh', 'cong nghe sinh hoc', 'quan tri kinh doanh', 'ke toan', 'luat kinh te', 'chuyen nganh', 'luat kinh te', 'chuyen nganh cong tac xa hoi', 'cong nghe thong tin', 'quan tri kinh doanh']"
