school,specialization
dai hoc tai chinh marketing hcm,"['tai chinh ngan hang', 'tai chinh ngan hang']"
dai hoc tai chinh marketting,['quan tri kinh doanh']
dai hoc tai chinh marleting,['quan tri kinh doanh']
dai hoc tai chinh ngan hang ha noi,"['tai chinh doanh nghiep', 'ke toan', 'tai chinh - ngan hang', 'ke toan', 'tai chinh - ngan hang']"
dai hoc tai chinh quan tri kinh doanh,"['ke toan', 'tai chinh doanh nghiep', 'tai chinh - ngan hang', 'quan tri kinh doanh tong hop', 'quan tri kinh doanh']"
dai hoc tai gia,['chuyen nganh']
dai hoc tai nguyen moi truong,"['quan ly moi truong', 'quan tri dich vu du lich va lu hanh']"
dai hoc tai nguyen moi truong ha noi,"['dia chinh - quan ly dat dai', 'cong nghe thong tin', 'ke toan doanh nghiep', 'cong nghe moi truong', 'ky thuat moi truong', 'quan ly dat dai', 'trac dia ban do', 'cong nghe thong tin', 'thuy van', 'trac dia', 'quan ly tai nguyen- nguon luc', 'quan ly tai nguyen va moi truong', 'quan tri kinh doanh', 'cong nghe moi truong', 'quan ly dat dai', 'tai nguyen nuoc']"
dai hoc tai nguyen moi truong hcm,"['quan ly dat dai', 'chuyen nganh quan tri kinh doanh tong hop', 'qtkd', 'cong nghe ky thuat moi truong', 'quan ly dat dai', 'quan ly dat dai', 'quan li moi truong', 'quan ly dat dai', 'quan ly moi truong', 'quan ly moi truong', 'quan tri kinh doanh bat dong san', 'chuyen nganh', 'chuyen nganh', 'quan tri kinh doanh']"
dai hoc tan tao,['khoa ky thuat dien']
dai hoc tay bac,"['su pham vat ly', 'su pham vat ly', 'quan ly tai nguyen va moi truong', 'bao ve thuc vat', 'su pham toan']"
dai hoc tay do,"['ngon ngu anh', 'dai hoc duoc', 'duoc si', 'ke toan', 'ngon ngu anh', 'duoc si dai hoc', 'luat kinh te', 'quan tri kinh doanh', 'duoc si']"
dai hoc tay do can tho,['ke toan']
dai hoc tay do truong dai hoc tai chinh marketing,['ke toan']
dai hoc tay nguyen,"['tai chinh ngan hang', 'luat kinh doanh', 'giao duc tieu hoc', 'giao duc mam non']"
dai hoc thai binh,['ke toan doanh nghiep']
dai hoc thai nguyen,"['ngon ngu anh', 'cu nhan anh', 'quan ly nhan luc', 'chuyen nganh', 'chuyen nganh']"
dai hoc thang long,"['tai chinh', 'quan tri kinh doanh', 'tai chinh ngan hang', 'tai chinh-ngan hang', 'van hoa nhat ban', 'quan tri kinh doanh', 'ngon ngu anh', 'tai chinh - ngan hang', 'marketing', 'quan tri kinh doanh', 'quan tri narketing', 'ke toan', 'quan tri marketing', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'ngon ngu nhat - chuyen nganh van hoa nhat ban', 'tai chinh ngan hang', 'quan tri marketing', 'ngon ngu anh', 'ngon ngu anh', 'tai chinh ngan hang', 'ngon ngu trung , phap', 'tieng trung', 'tai chinh - ngan hang', 'ke toan']"
dai hoc thanh do,"['cong nghe thong tin', 'ke toan', 'quan tri kinh doanh', 'co khi dong luc', 'quan tri kinh doanh', 'ke toan', 'cong nghe ky thuat moi truong', 'cong nghe ky thuat moi truong', 'cong nghe thong tin', 'dien- tu dong hoa', 'du lich', 'quan tri van phong', 'tai chinh-ngan hang', 'quan ly dat dai', 'quan tri van phongg', 'quan tri kinhdoanh khach san', 'chuyen nganh ke toan', 'ke toan tong hop']"
dai hoc thanh dong,"['khoa - luat kinh te', 'cong nghe thong tin', 'ke toan doanh nghiep']"
dai hoc thanh tay,"['xay dung dan dung', 'xay dung dan dung', 'xay dung dan dung cong nghiep', 'ky thuat xay dung cong trinh', 'ke toan']"
dai hoc the duc the thao,"['bong ro', 'bong da', 'chuyen nganh']"
dai hoc the duc the thao 2,['chuyen nganh']
dai hoc the duc the thao bac ninh,['giao duc the chat']
dai hoc the duc the thao da nang,"['chuyen nganh bong chuyen', 'giao duc the chat']"
dai hoc the duc the thao hcm,"['giao duc the chat', 'giao duc the chat', 'giao duc the chat', 'yinh hoc tdtt', 'giao duc the chat', 'chuyen nganh']"
dai hoc thien tan trung quoc,"['kien truc', 'kien truc su']"
dai hoc thong tin lien lac,"['dien tu vien thong', 'dien tu vien thong']"
dai hoc thu dau mot,"['khoa ngon ngu anh', 'chuyen nganh tieng anh thuong mai', 'luat hanhchinh', 'ke toan', 'kien truc cong trinh', 'ngon ngu anh', 'ke toan', 'su pham ngu van', 'quan ly tai nguyen va moi truong', 'trung cap su pham tieu hoc', 'kien truc', 'quan li cong nghiep', 'cong nghe thong tin', 'cong nghe thong tin', 'chuyen nganh', 'su pham vat ly', 'chuyen nganh', 'chuyen nganh', 'su pham hoa hoc', 'chuyen nganh', 'fit, ky thuat phan mem']"
dai hoc thu do,['tieng trung quoc']
dai hoc thu do ha noi,"['chuyen nganh: su pham lich su', 'trung cap mam non', 'tieng anh thuong mai', 'su pham ngu van', 'he dh ngon ngu trung quoc', 'giao duc tieu hoc', 'su pham tieu hoc']"
dai hoc thuong mai,"['marketing', 'marketing', 'quan tri kinh doanh', 'cao hoc thuong mai', 'quan tri kinh doanh', 'luat kinh te', 'marketing thuong mai', 'ke toan', 'kinh te thuong mai', 'thuong mai dien tu', 'quan ly kinh te', 'quan tri nhan luc', 'ke toan', 'khach san du lich', 'quan tri thuong mai dien tu', 'marketing', 'quan tri du an va quan tri nhan su', 'economics', 'kinh te va kinh doanh quoc te', 'e-commerce', 'quan tri kinh doanh', 'marketing', 'quan tri nhan luc', 'ke toan tai chinh', 'ke toan', 'ke toan', 'tai chinh ngan hang', 'tai chinh doanh nghiep thuong mai', 'marketing', 'marketing', 'tai chinh - ngan hang', 'tai chinh - ngan hang', 'chuyen nganh ke toan va quan tri kinh doanh', 'ke toan', 'tatm', 'marketing', 'quan li kinh te', 'tieng anh thuong mai', 'quan tri nhan luc', 'nganh quan tri kinh doanh', 'thuong mai', 'quan tri kinh doanh chuyen nganh luat thuong mai', 'thuong mai dien tu', 'tai chinh - ngan hang', 'thuong mai dien tu', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan ly nhan su', 'marketing thuong mai', 'quan ly kinh te', 'tai chinh ke toan', 'ke toan', 'tieng anh thuong nai', 'nghanh quan li kinh te', 'ngon ngu anh', 'marketing thuong mai', 'marketing thuong mai', 'ke toan', 'he thong quan li thong tin', 'quan tri doanh nghiep thuong mai', 'quan tri he thong thong tin', 'quan tri thuong hieu', 'chuyen nghanh marketing', 'tai chinh ngan hang', 'kinh te thuong mai', 'ke toan - kiem toan', 'kinh te va kinh doanh quoc te', 'chuyen nganh', 'chuyen nganh ke toan tai chinh doanh nghiep thuong mai', 'chuyen nganh', 'marketing', 'quan tri kinh doanh', 'cu nhan ke toan', 'chuyen nganh', 'khoa dao tao quoc te', 'quan tri marketting', 'khoa thuong mai quoc te', 'business english', 'chuyen nganh', 'thuong mai quoc te']"
dai hoc thuong mai ha noi,"['kinh te thuong mai', 'khoa thuong mai quoc te', 'quan tri nhan su', 'ke toan']"
dai hoc thuy loi,"['thuy van hoc', 'cong nghe thong tin', 'cong trinh', 'cong nghe thong tin', 'quan ly xay dung', 'ki thuat cong trinh', 'ky thuat cong trinh bien', 'ki thuat tai nguyen nuoc', 'cong trinh', 'cong nghe xay dung', 'cong nghe thong tin', 'ky thuat tai nguyen nuoc', 'ky thuat tai nguyen nuoc', 'cong nghe thong tin', 'thuy van va tai nguyen nuoc', 'xay dung cau duong', 'ky thuat cong thuy', 'ke toan', 'ke toan xay dung', 'chuyen nganh : quan ly xay dung', 'cap thoat nuoc', 'chuyen nganh', 'ky thuat xay dung cong trinh giao thong', 'chuyen nganh', 'chuyen nganh']"
dai hoc thuy loi co so 2,['xay dung']
dai hoc thuy loi ha noi,"['xay dung cong trinh', 'cong nghe thong tin', 'ky thuat dien, dien tu']"
dai hoc thuy loi wru,"['ky thuat cong trinh xay dung dan dung va cong nghiep', 'ki thuat cong trinh xay dung']"
dai hoc thuy san nha trang,['nuoi trong thuy san']
dai hoc tien giang,"['phat trien nong thon', 'quan tri kinh doanh', 'cong nghe thong tin', 'xay dung']"
dai hoc tin hoc ngoai ngu huflit,['tieng trung']
dai hoc tnmt hcm,['quy hoach dat dai']
dai hoc ton duc thang,"['quan li the thao', 'cong nghe sinh hoc', 'tai chinh - ngan hang', 'khoa hoc may tinh', 'quan tri kinh doanh', 'ky thuat hoa hoc', 'qtkd', 'tai chinh tin dung', 'tai chinh', 'quan tri tai chinh doanh nghiep', 'khoa hoc may tinh', 'ngon ngu trung quoc', 'viet nam hoc chuyen nganh huong dan du lich', 'pharmacy', 'viet nam hoc', 'khoa hoc moi truong', 'kiem toan - ke toan', 'quan tri kinh doanh quoc te', 'xa hoi hoc', 'bao ho lao dong', 'bao ho lao dong', 'ke toan - kiem toan', 'dien tu- vien thong', 'dien tu vien thong', 'ke toan - kiem toan', 'cong nghe hoa', 'kinh doanh quoc te', 'tai chinh - tin dung', 'tai chinh - ngan hang', 'quan tri kinh doanh', 'ngon ngu trung quoc', 'ke toan quan tri', 'khoa hoc moi truong', 'quan tri kinh doanh quoc te', 'thiet ke noi that', 'tao dang cong nghiep', 'thiet ke do hoa', 'tieng anh thuong mai', 'tieng anh thuong mai', 'ke toan-kiem toan', 'cong nghe sinh hoc', 'cong nghe sinh hoc', 'quan he lao dong', 'chuyen nganh quan tri nha hang - khach san', 'tieng anh thuong mai', 'tai chinh ngan hang', 'quan tri kinh doanh nha hang khach san', 'tai chinh - ngan hang', 'ke toan kiem toan', 'du lich', 'ngon ngu anh', 'marketing', 'tai chinh - ngan hang', 'cong nghe hoa hoc', 'quan tri nha hang-khach san', 'kinh doanh quoc te', 'thiet ke do hoa', 'tai chinh-ngan hang', 'ke toan', 'quan tri kinh doanh quoc te', 'ke toan - kiem toan', 'ke toan - kiem toan', 'ke toan', 'ngon ngu anh', 'ngon ngu trung quoc', 'quan tri kinh doanh', 'ke toan kiem toan', 'tai chinh ngan hang', 'ngon ngu anh', 'nha hang- khach san', 'tai chinh ngan hang', 'tieng trung', 'quan tri tai chinh', 'quang tri kinh doanh', 'quan tri kinh doanh - kinh doanh quoc te', 'chuyen nganh tieng trung', 'cntt', 'automation engineer', 'tai chinh tin dung', 'ke toan', 'khoa hoc may tinh', 'cong nghe sinh hoc', 'ky thuat dien - dien tu', 'tieng anh', 'tai chinh - ngan hang', 'ki thuat hoa hoc', 'du lich', 'cu nhan anh van', 'dien tu vien thong', 'ngon ngu anh', 'ngon ngu anh chuyen nganh su pham', 'xay dung dan dung va cong nghiep', 'tai chinh ke toan', 'ngon ngu anh', 'cap thoat nuoc', 'cong nghe thong tin', 'khoa hoc moi truong', 'cong nghe sinh hoc', 'quan he lao dong', 'ke toan', 'ke toan', 'thuong mai tieng trung', 'ke toan tai chinh', 'chuyen nganh', 'ke toan - kiem toan', 'ke toan', 'cong nghe thong tin', 'tour ism& tour guide,', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh du lich va lu hanh', 'bao ho lao dong', 'chuyen nganh', 'song ngu trung -anh', 'quan tri dich vu du lich va lu hanh', 'chuyen nganh']"
dai hoc ton duc thang hcm,"['qtkd', 'ke toan doanh nghiep']"
dai hoc ton duc thanh,['ke toan']
dai hoc tong hop ha noi,"['kinh te', 'chuyen nganh']"
dai hoc tong hop hcm,"['nuclear physics', 'nuclear physics', 'dia ly kinh te']"
dai hoc tong hop lien bang dong bac mang ten ammosova lien bang nga,['tai chinh tin dung']
dai hoc tong hop quoc gia belarus,['vat ly']
dai hoc tong hop saint petersburg lb nga,['tien sy kinh te']
dai hoc tra vinh,"['quan tri kinh doanh', 'chuyen nganh ngon ngu anh', 'quan tri kinh doanh', 'qtkd', 'qtkd', 'quan tri kinh doanh', 'dai hoc luath', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ke toan', 'cntt', 'ke toan', 'quan tri kinh doanh', 'dai hoc thu y', 'cong nghe che bien thuy san']"
dai hoc tran dai nghia,"['chuyen nganh o to', 'chuyen nganh']"
dai hoc troy,"['quan tri kinh doanh', 'business administrator']"
dai hoc truc tuyen funix,['software engineering']
dai hoc trung vuong,"['ke toan', 'ke toan']"
dai hoc trung y duoc nam kinh trung quoc,['dong y']
dai hoc tu do,['chuyen nganh']
dai hoc uef,['quan tri kinh doanh']
dai hoc van hien,"['tai chinh ngan hang', 'nhat ban hoc', 'quan tri kinh doanh', 'tam ly hoc', 'quan tri kinh doanh', 'quan tri kinh doanh', 'chuyen nganh quan tri khach san', 'quan tri kinh doanh', 'quan tri khach san', 'dien tu vien thong', 'cong nghe thong tin', 'quan tri kinh doanh', 'ngon ngu anh', 'quan tri khach san', 'ngon ngu anh', 'quan tri nha hang khach san', 'tai chinh ngan hang', 'tieng anh thuong mai', 'quan tri dich vu lu hanh va du lich', 'quan tri kinh doanh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'tam ly hoc', 'quan tri kinh doanh du lich va dich vu du lich lu hanh', 'quan tri nha hang khach san', 'quan tri nhan su', 'chuyen nganh', 'quan he cong chung', 'quan tri nha hang - khach san', 'cong nghe thong tin']"
dai hoc van hien hcm,"['quan tri kinh doanh', 'tam ly hoc']"
dai hoc van hoa,"['viet nam hoc', 'quan ly van hoa']"
dai hoc van hoa 2007 2011,['truyen thong']
dai hoc van hoa ha noi,"['kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'kinh doanh xuat ban pham', 'van hoa hoc', 'van hoa hoc- truyen thong va nghien cuu', 'van hoa du lich', 'viet van- bao chi', 'van hoa', 'van hoa du lich', 'quan ly vh', 'van hoa hoc', 'kinh doanh xuat ban pham', 'bao chi', 'bao chi', 'chuyen nganh van hoa truyen thong', 'van hoa du lich', 'chuyen nganh']"
dai hoc van hoa hcm,"['chuyen nganh : quan tri dich vu va lu hanh', 'viet nam hoc', 'thu vien thong tin', 'quan ly van hoa nghe thuat', 'du lich', 'quan ly du lich', 'van hoa hoc', 'du lich', 'kinh doanh xuat ban pham', 'truyen thong van hoa', 'kinh doanh xuat ban pham', 'quan ly van hoa', 'viet nam hoc', 'huong dan vjen du lich', 'viet nam hoc', 'trung cap thu vien thong tin', 'bao tang hoc', 'du lich', 'quan ly nghe thuat xa hoi', 'chuyen nganh', 'chuyen nganh', 'truyen thong', 'du lich']"
dai hoc van hoa hcm vhs,"['quan ly van hoa', 'chuyen nganh', 'khoa du lich']"
dai hoc van hoa nghe thuat quan doi,['quan ly tong hop hoat dong kinh te xa hoi']
dai hoc van hoa the thao du lich thanh hoa,"['thiet ke thoi trang', 'quan ly van hoa']"
dai hoc van lang,"['quan he cong chung va truyen thong', 'quan he cong chung va truyen thong', 'quan he cong chung va truyen thong', 'quan tri du lich lu hanh', 'kien truc', 'cong nghe sinh hoc', 'quan tri kinh doanh', 'tai chinh ngan hang', 'quan tri khach san', 'quan tri khach san nha hang', 'ngon ngu anh', 'marketing', 'civil engineering', 'ngon ngu anh', 'cong nghe sinh hoc', 'cong nghe sinh hoc', 'quan tri khach san', 'quan tri nha hang -khach san', 'quan tri kinh doanh', 'kien truc', 'tieng anh thuong mai', 'quan tri dich vu du lich va lu hanh', 'quan tri khach san', 'quan he cong chung va truyen thong', 'quan tri kinh doanh', 'cong nghe sinh hoc', 'cong nghe sinh hoc', 'ngon ngu anh', 'ngon ngu anh', 'quan tri kinh doanh', 'quan tri kinh doanh', 'ngon ngu anh', 'quan he cong chung va truyen thong', 'ke toan - kiem toan', 'quan tri kinh doanh', 'tai chinh ngan hang', 'quan tri kinh doanh', 'ngon ngu anh', 'marketing', 'xay dung', 'ke toan', 'cong nghe sinh hoc', 'ngon ngu anh', 'quan tri kinh doanh', 'quan tri khach san', 'dieu duong', 'kinh doanh thuong mai', 'marketing', 'van hoc']"
dai hoc van lang hcm,['ky thuat cong trinh xay dung']
dai hoc viet duc,['quan tri kinh doanh']
dai hoc vinh,"['ngon ngu anh', 'xay dung dan dung va cong nghiep', 'ky su nong hoc', 'quan tri kinh doanh', 'luat', 'chuyen nhanh xay dung', 'su pham hoa', 'ngon ngu anh', 'su pham hoa hoc', 'nganh ke toan', 'ky thuat xay dung dan dung', 'tai chinh ngan hang', 'luat hoc', 'chuyen nganh', 'chuyen nganh', 'ngon ngu anh', 'food and technology', 'chuyen nganh', 'cu nhan ke toan', 'chuyen nganh']"
dai hoc vinh nghe an,['ky su xay dung dan dung va cong nghiep']
dai hoc vinh vinh university,['chuyen nganh']
dai hoc vo truong toan,"['trung cap duoc', 'kinh te doi ngoai', 'duoc', 'ke toan']"
dai hoc western sydney,['tai chinh-ngan hang']
dai hoc xa hoi nhan van,"['ngon ngu anh', 'quan he quoc te']"
dai hoc xay dung,"['dan dung va cong nghiep', 'civil engineering + information technology', 'kinh te xay dung anh', 'xay dung dan dung va cong nghiep', 'ky su do thi', 'cong trinh thuy', 'xay dung cau duong', 'vat lieu xay dung', 'kinh te xay dung', 'cong nghe thong tin', 'cap thoat nuoc, moi truong nuoc', 'xay dung dan dung', 'xay dung dan dung va cong nghiep', 'cong nghe thong tin', 'kien truc su', 'civil engineering', 'kien truc cong trinh', 'kinh te quan ly xay dung', 'kien truc', 'xay dung dan dung', 'xay dung dan dung va cong nghiep', 'ki thuat cong trinh bien', 'xay dung dan dung va cong nghiep', 'kinh te xay dung', 'ky su cong trinh giao thong(cau,duong,ham)', 'kinh te xay dung', 'xay dung dan dung va cong nghiep', 'cong nghe thong tin', 'chuyen nganh', 'chuyen nganh', 'xay dung dan dung va cong nghiep dh khoa 62', 'chuyen nganh']"
dai hoc xay dung gia dinh,['lap gia dinh']
dai hoc xay dung ha noi,"['khoa kien truc', 'xay dung', 'xddd&cn', 'xay dung cau duong', 'khoa kinh te va quan ly xay dung (nuce)', 'quan ly du an dau tu xay dung', 'thac sy kien truc', 'xay dung cau duong', 'xay dung dan dung va cong nghiep', 'xay dung dan dung', 'xay dung dan dung', 'xay dung cau duong bo']"
dai hoc xay dung mien tay,"['xay dung dan dung', 'xay dung dan dung-cong nghiep']"
dai hoc xay dung mien trung,"['xay dung dan dung va cong nghiep', 'chuyen nganh']"
dai hoc xay dung nuce,['kien truc va quy hoach']
dai hoc xd mien tay,"['kien truc su', 'cong nghe ky thuat kien truc', 'xay dung dan dung va moi truong']"
dai hoc y,['chuyen nganh']
dai hoc y duoc,"['noi khoa', 'chuyen nganh cu nhan xet nghiem']"
dai hoc y duoc can tho,"['y da khoa', 'y da khoa', 'duoc hoc']"
dai hoc y duoc ha noi,['rang ham mat']
dai hoc y duoc hai phong,['bac si y hoc du phong']
dai hoc y duoc hcm,"['gay me hoi suc', 'bac si da khoa', 'y hoc co truyen', 'noi than kinh', 'duoc', 'duoc si', 'bac si rang ham mat', 'duoc si dai hoc', 'gay me hoi suc', 'duoc', 'duoc ta', 'duoc', 'bac si da khoa', 'cu nhan xet nghiem y hoc', 'gay me hoi suc', 'ktv xet nghiem', 'cu nhan phuc hoi chuc nang', 'duoc ta', 'chuyen nganh', 'chuyen nganh', 'chan doan hinh anh']"
dai hoc y duoc ho ch 2 minh,['pharmacy']
dai hoc y duoc ho chi mi h,['duoc si trung hoc']
dai hoc y duoc ho chi minu,['bac si da khoa']
dai hoc y duoc hue,['duoc si']
dai hoc y duoc thai nguyen,"['chuyen nganh', 'chuyen nganh', 'duoc si']"
dai hoc y ha noi,"['chuyen khoa san phu khoa', 'rang ham mat', 'bac si y hoc du phong', 'rang ham mat', 'bac si tai mui hong', 'yhct']"
dai hoc y khoa pham ngoc thach,"['bac si da khoa', 'bac si da khoa', 'dieu duong', 'bac si da khoa', 'chuyen nganh', 'chuyen nganh']"
dai hoc y khoa pham ngoc thach+ dai hoc qt hong bang,['dieu duong']
dai hoc y khoa quang tay trung quoc,['suc khoe cong dong']
dai hoc y khoa vinh,"['y sy da khoa', 'chuyen nganh']"
dai hoc y te cong cong,"['truyen thong giao duc suc khoe', 'y te cong cong', 'xet nghiem y hoc du phong', 'chuyen nganh', 'y te cong cong']"
dai hoc y te cong cong ha noi school of public health,['thac sy ytcc']
dai hoc y thai binh,"['bac si da khoa', 'bac si da khoa', 'thac sy va bac sy']"
dai hoc yd hcm,['ki thuat chan doan hinh anh']
dai hoc yersin da lat,['cong nghe sinh hoc']
dai nam university,['xay dung']
dai viet,['nha hang - khach san']
dain hoc lam nghiep viet nam,['cong nghe sinh hoc']
dalat university,['chuyen nganh']
dale carnegie vietnam,['chuyen nganh']
danang college of economics and planning,['chuyen nganh']
danang college technology,"['chemistry, inorganic']"
danang university of economics,['marketing']
dang hoc tai hoc vien chum lmht,['chuyen nganh']
dang hoc yeu duong,['chuyen nganh']
dao lai xe khu vuc 2 q 6,['tai xe']
dao tao bep vang,"['do uong', 'pha che']"
dao tao boi duong can bo cong thuong trung uong,['thuong mai dien tu']
dao tao cbgiao thong van tai,['ke toan']
dao tao chung chi,['bang a anh van']
dao tao co khi yen thanh,['co khi']
dao tao cong nghe may quoc thao,"['merchandise ,qa-qc']"
dao tao kinh te quoc doanh,['quan ly toa nha']
dao tao lai xe nam trieu,['bang c']
dao tao lai xe quy duc,['lai xe dau b2']
dao tao lai xe saigon,['khoa dao tao lai xe chuyen nghiep']
dao tao lai xe thang long,['lai xe hang b2']
dao tao sat hach lai xe song than,['lai xe b2']
dao tao tu xa,['luat hoc']
dao tao ve si,['an ninh']
day bp thanh nga,['chuyen vien trang diem']
day lai xe cu chi,['bang lai xe b2']
day lai xe hoang gia,['tai xe']
day lai xe the gioi,['lai xe']
day nghe,['lai xe']
day nghe 12,['lai xe']
day nghe am thuc western,['chuyen nganh']
day nghe can giuoc,['nghanh may']
day nghe hoang gia,['lai xe']
day nghe lai xe hai van,['b2']
day nghe lai xe quan doi,['bang lai xe']
day nghe long thanh,['lai xe lang']
day nghe nguyen tat thanh hcm,['trung cap ke toan']
day nghe quan 10 hcm,['lai xe']
day nghe quoc thao,['thiet ke rap thoi trang']
day nghe thanh xuan,"['chuyen nghanh dien lanh', 'lap dat thiet bi dien', 'sua chua dien lanh', 'sua chua o to', 'dien tu']"
day nghe thu duc,['tho bao tri dien cong nghiep']
day nghe zasaka,['pha che']
deakin university,"['commerce', 'commerce', 'commerce', 'information technology']"
di an,['chuyen nganh']
di lam,"['thu ky', 'chuyen vien']"
di nong lam,['dieu khien tu dong']
di su pham hcm,['cong nghe thong tin']
dien dan hoc vien nong nghiep viet nam,"['quan ly kinh te', 'bao ve thuc vat']"
dien dan sinh vien dai hoc kinh te quoc dan,"['chuyen nganh', 'chuyen nganh', 'chuyen nganh']"
dien luc,['ke toan doanh nghiep']
dien xi nghiep,['dien']
digital marketing,['marketing']
dinh,['hoc het cap 3']
diplomatic academy of vietnam,"['francais des relations internationales', 'international la']"
diseno grafico,['chuyen nganh']
dl tran hung dao hue,['pho thong']
dlu sinh vien dai hoc da lat,['quan tri kinh doanh']
doan hoi sinh vien truong dai hoc nguyen tat thanh,['chuyen nganh']
doanh nghiep viet tam duc,['thiet ke do hoa 2d']
doanh nhan pace,['chro - giam doc nhan su']
doanh nhan pti,['ceo']
doi,"['dao lam nguoi', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh', 'hut chich phe pha', 'chuyen nganh']"
don bosco,['dien tu']
dong nai college of decorative arts,['chuyen nganh']
dong nai university,['english language']
dong nai university of technology,['food technology']
dong tan,['toangioi']
donzuri ben yu xue xiao,['chuyen nganh']
doric,['hoa vien kien truc']
dpi center,"['thiet ke do hoa', 'thiet ke do hoa']"
dpicenter,['graphic design']
dtu danang,['quan tri du lich']
du hoc ba lan ha lan,['chuyen nganh']
du lich khach san saigontourist,['quan tri khach san']
du lich nha hangg,['am thuc']
du lich sai gon,"['quan tri lu hanh', 'ql nh ks']"
du lich saigon tourist,['quan tri luu tru']
du lich van hoa suoi tien,['khoa dao tao ky nang giao tiep']
du lich viet travel,['huong dan vien du lich']
duhoc net,['chuyen nganh']
duoc tue tinh,['duoc']
duong ba trac,['binh thuong']
duong doi,['chuyen nganh']
duong quang ham,['khoi a']
duy tan,"['tai chinh ngan hang', 'ky thuat mang', 'xay dung']"
duy tan university,"['marketing', 'finance and banking', 'hoc business administration', 'business administration', 'tai chinh ngan hang', 'hospitality and tourism management', 'du lich khach san', 'chuyen nganh', 'chuyen nganh', 'chuyen nganh ngan hang']"
east asia institute of management easb,['business management']
eduviet corporation,['nghe nhan su chuyen nghiep']
elite pr school,['public relation']
em business school,['marketing']
english anh thay,['chuyen nganh']
erc institute,['marketing']
estih,"['quan tri van phong', 'tin hoc van phong']"
esuhai,['tieng nhat']
euh,['banking & finance']
family montessori pre school,['philosophy of montessori education method training course']
family nurse practitioner,['chuyen nganh']
finance marketing,['international business']
fmit,"['software testing', 'istqb']"
foreign trade university,"['banking and international finance', 'external economics', 'kinh te doi ngoai', 'kinh te doi ngoai', 'kinh te doi ngoai', 'economics', 'foreign economic', 'international business economics', 'international trade law', 'international business', 'external economy', 'international business', 'business administration', 'chuyen nganh', 'chuyen nganh']"
foreign trade university hcm,['international business']
foreign trade university of vietnam,['chuyen nganh']
foriegn trade university,['international finance']
fpt,"['android', 'software', 'marketing va ban hang', 'digital marketing']"
fpt aptech,"['cntt', 'lap trinh vien', 'web developer', 'chuyen vien lap trinh', 'cong nghe thong tin']"
fpt aptech vietnam,['cong nghe thong tin']
fpt arena,"['thiet ke do hoa', 'thiet ke do hoa', 'thiet ke do hoa', 'thiet ke do hoa', 'thiet ke do hoa', 'thiet ke do hoa']"
fpt arena hcm,"['thiet ke do hoa, truyen thong da phuong tien']"
fpt arena multimedia,"['my thuat da phuong tien', 'graphic designer', 'graphic design', 'chuyen nganh']"
fpt arena multimedia academy,"['multimedia', 'da phuong tien']"
fpt arena multimedia vietnam,['graphic design']
fpt arena viet nam,['designer']
fpt can tho,['ngon ngu han kinh te']
fpt greenwich,['marketing']
fpt jetking,['quan tri ha tang an ninh mang']
fpt polytechnic,"['marketing', 'thiet ke website', 'ung dung phan mem', 'quan tri marketing', 'ung dung phan mem', 'cntt', 'marketing', 'chuyen nganh']"
fpt polytechnic cao dang thuc hanh fpt,['ung dung phan mem']
fpt polytechnic da nang,['quan tri kinh doanh']
fpt university,"['marketing', 'software', 'marketing', 'business administration', 'tai chinh doanh nghiep', 'marketing', 'software engineering', 'quan tri kinh doanh']"
fpt university can tho,['ngon ngu anh - chuyen nganh tieng anh thuong mai-du lich']
fpt university hcm,['quan tri kinh doanh']
fsb,"['thac si quan tri kinh doanh', 'business administration']"
ftms global,['accounting & finance']
ftms global academy,['quan tri kinh doanh']
ftms global viet nam,['khoa hoc chung chi acca']
ftu,['quan tri kinh doanh quoc te']
ftu hcm,['international business management']
genetic bach khoa,['cong nghe thong tin']
gia dinh,"['tai chinh ngan hang', 'cong nghe thong tin']"
gia duc thuong xuyen phu nhuan,['khoa hoc xa hoi']
giao duc thuong xuyen,['tu do']
giao duc thuong xuyen long dien,['khong co']
giao duc thuong xuyen q1,['kinh te']
giao duc thuong xuyen quan 3,['hoc sinh']
giao thong van tai,"['dieu khien tau bien', 'co khi', 'ke toan', 'kinh te van tai', 'lai xe van tai bang lai a1 . b2']"
giao thong van tai 2,['giao thong van tai']
giao thong van tai 3,['lai xe hang b2']
giao thong van tai dong thap,['lai xe']
giao thong van tai hcm,"['hang hai', 'ke toan', 'xay dung cau duong']"
giao thong van tai trung uong3toot,['lai xe']
gicuco,"['chuyen nganh', 'chem chuoi cuoi tuan']"
giong ong to,"['trung hoc pho thong', 'thpt giong ong to', 'lai xe']"
goa institute of management,['computer and application']
goethe intitus,['tieng duc']
green foods,['su pham toan']
green river community college,['business']
greenwich university,['it']
greenwich viet nam,['thiet ke do hoa']
gtmien trung,['co khi']
guangxi,['rang ham mat']
