raw,new,score
THPT Nguyễn Thị Minh Khai,thpt nguyen thi minh khai,60
Học viện Ngoại Giao Việt Nam,hoc vien ngoai giao viet nam,68
Đại học Sài Gòn,dai hoc sai gon,53
học viện Hậu Cần,hoc vien hau can,62
Đại học Kinh tế - Luật (ĐHQG TPHCM),dai hoc kinh te   luat ,52
Open University,open university,87
Đại học Hoa Sen,dai hoc hoa sen,67
HUFLIT,huflit,0
trường cao đẳng công nghệ kỹ thuật Bà Rịa - Vũng Tàu,cao dang cong nghe ky thuat ba ria   vung tau,62
Học viện Công nghệ Bưu chính Viễn thông,hoc vien cong nghe buu chinh vien thong,69
trung cấp bến thành,trung cap ben thanh,84
cao đẳng công nghệ thông tin tphcm,cao dang cong nghe thong tin hcm,82
Trung tâm dạy nghề Quý Đức,trung tam day nghe quy duc,69
TRUNG CẤP TÂY NAM Á,trung cap tay nam a,21
Đại Học Thăng Long,dai hoc thang long,61
Đại học Sân khấu - Điện Ảnh TpHCM,dai hoc san khau   dien anh hcm,56
Đại học Kinh tế Quốc dân,dai hoc kinh te quoc dan,67
hutech,hutech,100
Đại học Công nghiệp Tp.HCM,dai hoc cong nghiep  hcm,60
cao đẳng du lịch hà nội,cao dang du lich ha noi,78
cao đẳng truyền hình,cao dang truyen hinh,80
Trường CĐCN  và Xây dựng Quảng Ninh, cao dang cong nghe xay dung quang ninh,49
đại học dược hà nội,dai hoc duoc ha noi,63
Đại học Kinh Tế và Quản Trị Kinh Doanh-Đại học Thái Nguyên,dai hoc kinh te quan tri kinh doanh dai hoc thai nguyen,62
TSQ,tsq,0
Trường ĐH Luật TP. Hồ Chí Minh, dai hoc  luat   hcm,32
Đại học Công nghiệp Tp.HCM,dai hoc cong nghiep  hcm,60
cao đẳng nghề LaDEC,cao dang nghe ladec,63
Đại học Sư Phạm Kỹ Thuật TPHCM,dai hoc su pham ky thuat hcm,48
SaiGon University,saigon university,82
Trung Cấp Kinh Tế Kỹ Thuật Tây Nam Á,trung cap kinh te ky thuat tay nam a,61
trường Đại Học Y khoa Phạm Ngọc Thạch,dai hoc y khoa pham ngoc thach,57
đại học giao thông vận tải Hà Nội,dai hoc giao thong van tai ha noi,70
trường đại học công nghệ giao thông vận tải,dai hoc cong nghe giao thong van tai,73
đại học khoa học tự nhiên,dai hoc khoa hoc tu nhien,76
đại học thành đô,dai hoc thanh do,62
HUFLIT,huflit,0
thpttanky3,thpttanky3,100
Đại học xây dựng,dai hoc xay dung,69
Học viện Tài Chính (Khoa liên kết với đại học Toulon Pháp),hoc vien tai chinh ,34
trung tam day nghe quan 6,trung tam day nghe quan 6,100
Đại Học Khoa Học Tự Nhiên TPHCM,dai hoc khoa hoc tu nhien hcm,50
Đại Học Khoa Học Tự Nhiên TPHCM,dai hoc khoa hoc tu nhien hcm,50
Cao đẳng Sư phạm Hà Nội (Đại học Thủ Đô),cao dang su pham ha noi ,44
trường đại học luật hà nội,dai hoc luat ha noi,58
truong thcs đại ân 1,thcs dai an 1,61
THCS Thống Nhất,thcs thong nhat,47
Đại học Kinh tế Luật - Đại học Quốc gia TP. Hồ Chí Minh,dai hoc kinh te luat   dai hoc quoc gia   hcm,60
ko,ko,100
Học Viện Âm Nhạc Quốc Gia Việt Nam,hoc vien am nhac quoc gia viet nam,62
Đại Học Sư Phạm Hà Nội 1,dai hoc su pham ha noi 1,50
đại học kinh tế tp.hcm,dai hoc kinh te  hcm,71
thpt lương văn can,thpt luong van can,83
trường Đại Học Sư Phạm Kỹ Thuật Tphcm,dai hoc su pham ky thuat hcm,49
trường trung cấp xây dựng,trung cap xay dung,70
Đại Học Mỏ Địa Chất,dai hoc mo dia chat,47
đại học công nghiệp thành phố hồ chí minh,dai hoc cong nghiep   hcm,61
The College Of Foreign Economic Relations,the college of foreign economic relations,85
Đại Học Công Đoàn,dai hoc cong doan,53
FPT - Arena Việt Nam,fpt   arena viet nam,60
Trung tâm đào tạo tin học Winnet Nha Trang,trung tam dao tao tin hoc winnet nha trang,79
Đại học Bà Rịa-Vũng Tàu,dai hoc ba ria vung tau,48
Học viện Tài Chính,hoc vien tai chinh,61
Đại học Mở Tp.HCM,dai hoc mo  hcm,46
Đại học ngoại ngữ - Đại học Đà Nẵng,dai hoc ngoai ngu   dai hoc da nang,63
đai học thương mại,dai hoc thuong mai,72
Trường cao đẳng công nghệ thủ đức,cao dang cong nghe thu duc,64
trung cấp y  dược phạm ngọc thạch,trung cap y duoc pham ngoc thach,80
cao đẳng bán công công nghệ và quản trị doanh nghiệp,cao dang ban cong cong nghe quan tri doanh nghiep,79
Đại học Y Dược TP. Hồ Chí Minh,dai hoc y duoc   hcm,44
Đại Học Duy Tân Đà Nẵng,dai hoc duy tan da nang,52
trường trung học phổ thông kim sơn b,trung hoc pho thong kim son b,77
dh cần  thơ, dai hoc  can tho,57
TRUNG CẤP THÔNG TIN TRUYỀN THÔNG TP.HCM,trung cap thong tin truyen thong  hcm,16
Đại Học Tài Chính Marketing,dai hoc tai chinh marketing,67
TRƯỜNG ĐẠI HỌC KINH TẾ TPHCM,dai hoc kinh te hcm,17
TRƯỜNG ĐẠI HỌC KINH TẾ TPHCM,dai hoc kinh te hcm,17
TRƯỜNG TRUNG CẤP THÔNG TIN TRUYỀN THÔNG TPHCM,trung cap thong tin truyen thong hcm,15
trường cao đẳng công nghệ và kinh tế công nghiệp thái nguyên,cao dang cong nghe kinh te cong nghiep thai nguyen,75
đh xây dựng hà nội, dai hoc  xay dung ha noi,60
ĐẠI HỌC KINH TẾ HUẾ,dai hoc kinh te hue,21
trung học phổ thông thành phố cao bằng,trung hoc pho thong   cao bang,76
đại học phương đông,dai hoc phuong dong,63
thpt tháp mười,thpt thap muoi,79
trung học phổ thông thành phố cao bằng,trung hoc pho thong   cao bang,76
cao đẳng ktcn Hùng Vương,cao dang ktcn hung vuong,71
trung tâm dạy nấu ăn sao mai,trung tam day nau an sao mai,86
Truong Dai Hoc Cong Nghiep TP HCM,dai hoc cong nghiep  hcm,60
Đại Học Mỏ Địa Chất,dai hoc mo dia chat,47
đại học tôn đức thắng,dai hoc ton duc thang,67
trường Đại học Cửu Long,dai hoc cuu long,51
Đại Học Tôn Đức Thắng,dai hoc ton duc thang,52
nguyennhuu tho,nguyennhuu tho,100
thpt cù chính lan,thpt cu chinh lan,88
đại học nông lâm tp hồ chí minh,dai hoc nong lam  hcm,62
Viện ĐH Mở,vien  dai hoc  mo,30
Đại học lao động xã hội,dai hoc lao dong xa hoi,70
đại học nguyễn tất thành,dai hoc nguyen tat thanh,75
trường lương văn can,luong van can,61
thhpt nguyen chi thanh,thhpt nguyen chi thanh,100
Đại học Duy Tân,dai hoc duy tan,60
ĐH Văn Lang, dai hoc  van lang,41
Đại Học FPT,dai hoc fpt,36
Trường Trung cấp nghề công nghiệp tàu thủy đà nẵng tot,trung cap nghe cong nghiep tau thuy da nang tot,73
đại học sư phạm huế,dai hoc su pham hue,68
Trung tâm tư vấn Hồng Đức,trung tam tu van hong duc,68
đại hoc nông lâm tphcm,dai hoc nong lam hcm,76
đại học bách khoa tphcm,dai hoc bach khoa hcm,77
Đại Học Sư phạm Tp. HCM,dai hoc su pham   hcm,45
đhqg tphcm, dai hoc  quoc gia  hcm,42
Đại Học Kiến Trúc Hà nội,dai hoc kien truc ha noi,54
Đại Học KHXH & NV-Đại Học Quốc Gia Hà Nội,dai hoc  khoa hoc xa hoi    nhan van dai hoc quoc gia ha noi,36
Viện an toàn,vien an toan,75
Viện ATLĐ,vien atld,33
thpt mạc đĩnh chi,thpt mac dinh chi,82
trung cap nghe hoc vien hang khong,trung cap nghe hoc vien hang khong,100
ĐHKT, dai hoc kt,0
Trường QS QK9,qs qk9,21
Đại học Thủy Lợi,dai hoc thuy loi,56
trung cấp daklak,trung cap daklak,94
cao đẳng thực hành fpt,cao dang thuc hanh fpt,82
Đại học Y dược Thành phố Hồ Chí Minu,dai hoc y duoc   ho chi minu,53
đại học y dược thành phố hồ chí mi h,dai hoc y duoc   ho chi mi h,66
truong ki thuat nghiep vu giao thong van tai dong thap,ki thuat nghiep vu giao thong van tai dong thap,93
thpt,thpt,100
Viện Đại học Mở Hà Nội,vien dai hoc mo ha noi,50
Đại học Hồng Bàng,dai hoc hong bang,59
Đại học Văn Lang,dai hoc van lang,62
Trường Cao Đẳng Nghề Đà Lạt,cao dang nghe da lat,47
Watpo and Chetawan schools Thailand,wao and chetawan schools thailand,88
Ngoại Thương,ngoai thuong,58
Đại học Kinh tế Quốc Dân,dai hoc kinh te quoc dan,62
ĐH NÔNG LÂM TP.HCM, dai hoc  nong lam  hcm,15
âu lạc ,au lac,62
truong trung cap nghe so 22,trung cap nghe so 22,85
Đại học Vinh,dai hoc vinh,67
THPT Nguyễn Văn Linh,thpt nguyen van linh,55
International School of Business,international school of business,91
Đại học Đà Lạt,dai hoc da lat,50
Trường Cao Đẳng Giao Thông Vận Tải 3,cao dang giao thong van tai 3,58
THCS Ngô Tất Tố,thcs ngo tat to,33
THCS Ngô Tất Tố,thcs ngo tat to,33
thpt,thpt,100
thpt,thpt,100
trường đại học kinh tế kỹ thuật công nghiệp hà nội,dai hoc kinh te ky thuat cong nghiep ha noi,71
đại học Kinh tế kỹ thuật công nghiệp Hà Nội,dai hoc kinh te ky thuat cong nghiep ha noi,70
Đại học Xây Dựng,dai hoc xay dung,56
ĐH Khoa Học Tự Nhiên, dai hoc  khoa hoc tu nhien,47
ĐH Sư phạm Hà Nội 2, dai hoc  su pham ha noi 2,44
hutech- đại học kỹ thuật công nghệ tp hcm,hutech  dai hoc ky thuat cong nghe  hcm,78
ĐẠI HỌC NGOẠI THƯƠNG TP.HCM,dai hoc ngoai thuong  hcm,15
ĐH Mở TPHCM, dai hoc  mo hcm,15
Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,58
Đại học Tôn Đức Thắng,dai hoc ton duc thang,57
ĐẠI HỌC SÀI GÒN,dai hoc sai gon,18
university of technology and education,university of technology and education,100
Đại học Khoa học Xã hội và Nhân văn tp. Hồ Chí Minh,dai hoc khoa hoc xa hoi nhan van   hcm,56
khong,khong,100
Học viện nông nghiệp,hoc vien nong nghiep,75
hubt,hubt,100
ĐH Kinh Doanh và Công nghệ Hà Nội, dai hoc  kinh doanh cong nghe ha noi,54
công ty cổ phần đào tạo kỹ năng chuyên nghiệp,cong ty co phan dao tao ky nang chuyen nghiep,78
Đại học Mở TP Hồ Chí Minh,dai hoc mo  hcm,44
Đại học Lao động xã hội,dai hoc lao dong xa hoi,65
FPT Polytechnic,fpt polytechnic,73
ĐH Công Nghiệp TPHCM, dai hoc  cong nghiep hcm,40
Đại Học Hồng Đức,dai hoc hong duc,50
Đại học kĩ thuật y tế Hải Dương,dai hoc ki thuat y te hai duong,65
Học viện Hành Chính Quốc Gia,hoc vien hanh chinh quoc gia,64
cơ khí,co khi,67
Cao đẳng Kinh tế - Kỹ thuật Vinatex,cao dang kinh te   ky thuat vinatex,71
Đại học kinh tế Tp.HCM,dai hoc kinh te  hcm,57
đại học Luật TP.HCM,dai hoc luat  hcm,44
Đại học ngoại thương,dai hoc ngoai thuong,70
Trường Trung Cấp Hồng Hà,trung cap hong ha,49
Viện ĐH Mở HN,vien  dai hoc  mo ha noi,27
Cao đẳng Phát thanh - Truyền hình 2,cao dang phat thanh   truyen hinh 2,74
đại học ngoại thương,dai hoc ngoai thuong,70
đại học công nghiệp,dai hoc cong nghiep,74
Đh Kinh tế tài chính UEF, dai hoc  kinh te tai chinh uef,58
Đại học khoa học,dai hoc khoa hoc,75
Cao đẳng Tài chính- Hải quan,cao dang tai chinh  hai quan,68
Đại Học Văn Lang,dai hoc van lang,56
Đại học Luật TpHCM,dai hoc luat hcm,47
Đại Học Công Nghiệp,dai hoc cong nghiep,58
đại học Luật TP.HCM,dai hoc luat  hcm,44
Trường đại học bạc liêu,dai hoc bac lieu,56
trung cấp nghề Việt Giao,trung cap nghe viet giao,75
cao đẳng nghề Việt Đức - Hà Tĩnh.,cao dang nghe viet duc   ha tinh ,61
University of Economics and Law,university of economics and law,90
trường đại học sư phạm Đà Nẵng,dai hoc su pham da nang,53
Đại Học Công Nghiệp Thành phố Hồ Chí Minh,dai hoc cong nghiep   hcm,45
đại học thủy lợi,dai hoc thuy loi,69
thpt nguyễn hữu cảnh,thpt nguyen huu canh,85
Đại học Hà Nội,dai hoc ha noi,50
đại học công nghiệp hà nội,dai hoc cong nghiep ha noi,73
Cao đẳng nghề công nghiệp Hà Nội,cao dang nghe cong nghiep ha noi,69
Đại học công nghiệp thưc phẩm hồ chí minh,dai hoc cong nghiep thuc pham hcm,70
Đại học Hoa Sen,dai hoc hoa sen,67
TTGDTX  U Minh Tỉnh cà mau,trung tam giao duc thuong xuyen u minh tinh ca mau,39
o nha lao dong tu do,o nha lao dong tu do,100
Cao đẳng FPT Polytechnic,cao dang fpt polytechnic,71
thtp ham tan,th ham tan,91
trường đại học ngoại ngữ - tin học tp.hcm,dai hoc ngoai ngu   tin hoc  hcm,66
"Đại học Khoa học xã hội và Nhân văn, Đại học Quốc gia TP.HCM",dai hoc khoa hoc xa hoi nhan van  dai hoc quoc gia  hcm,61
Utica College,utica college,85
Đại học Giao Thông Vận Tải,dai hoc giao thong van tai,62
đh Công Nghiệp thực phẩm tp hcm, dai hoc  cong nghiep thuc pham  hcm,66
Đại học Công Nghiệp Thành Phố Hồ Chí Minh,dai hoc cong nghiep   hcm,48
Đại học Kinh tế Thành phố Hồ Chí Minh,dai hoc kinh te   hcm,48
Đại học Sư Phạm - Đại học Đà Nẵng,dai hoc su pham   dai hoc da nang,55
cao đẳng y tế phú thọ,cao dang y te phu tho,76
đại học sài gòn,dai hoc sai gon,67
Cao Đẳng công nghệ bắc hà,cao dang cong nghe bac ha,70
trung tâm đào tạo lái xe thủy nguyên hải phofngtrung,trung tam dao tao lai xe thuy nguyen hai phofngtrung,85
Đại học Công Nghiệp Thực Phẩm TpHCM,dai hoc cong nghiep thuc pham hcm,56
Học viện công nghệ bưu chính viễn thông TPHCM,hoc vien cong nghe buu chinh vien thong hcm,70
aptech,aptech,100
Trường cao đẳng y tế hà nội,cao dang y te ha noi,64
trường cao đẳng công nghệ thủ đức,cao dang cong nghe thu duc,64
trường đại học giao thông vận tải phân hiệu tphcm,dai hoc giao thong van tai phan hieu hcm,72
THPT Lê Văn Tám,thpt le van tam,33
Trường Đại Học Hải Phòng,dai hoc hai phong,44
nguyễn hữu cảnh,nguyen huu canh,79
Đại Học Nông Lâm,dai hoc nong lam,50
trung cap dien,trung cap dien,100
Cao đẳng sư phạm,cao dang su pham,69
cao đẳng kinh tế đối ngoại,cao dang kinh te doi ngoai,77
trường đại học công nghiệp tp HCM,dai hoc cong nghiep  hcm,56
trường cao đẳng lương thực thực phẩm Đà Nẵng,cao dang luong thuc thuc pham da nang,64
đại hoc hồng đức,dai hoc hong duc,69
đại học công nghiệp thực phẩm,dai hoc cong nghiep thuc pham,76
Đại Học Tôn Đức Thắng,dai hoc ton duc thang,57
Đại học Giao Thông Vận Tải,dai hoc giao thong van tai,62
Đại học Sư Phạm Tp HCM,dai hoc su pham  hcm,48
cao đẳng bách việt,cao dang bach viet,78
ĐH Công Nghiệp Thực Phẩm TP.HCM, dai hoc  cong nghiep thuc pham  hcm,45
Ngô Thời Nhiệm,ngo thoi nhiem,57
ĐH Ngoại ngữ Huế, dai hoc  ngoai ngu hue,46
đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Trường phổ thông bắc sơn,pho thong bac son,63
thpt mac dinh chi,thpt mac dinh chi,100
Đại học bưu điện chính viễn thông,dai hoc buu dien chinh vien thong,73
cao đẳng kinh tế công nghệ tphcm ,cao dang kinh te cong nghe hcm,79
cao đang kinh te cong nghe tphcm,cao dang kinh te cong nghe hcm,94
THCS Quốc Thái,thcs quoc thai,43
cao dang nge thanh hoa,cao dang nge thanh hoa,100
thpt hòa an,thpt hoa an,91
đại học xây dựng,dai hoc xay dung,69
Đại học Hàng Hải Việt Nam,dai hoc hang hai viet nam,60
trung hoc co so,trung hoc co so,100
trung hoc co so,trung hoc co so,100
Đại học Nguyễn Tất Thành,dai hoc nguyen tat thanh,62
Monash University,monash university,88
Cao Đảng kinh tế Tp.hcm,cao dang kinh te  hcm,73
The National Economics University,the national economics university,88
Foreign Trade University,foreign trade university,88
Bach Khoa University,bach khoa university,85
Đại học tôn đức thắng,dai hoc ton duc thang,67
THCS Trung Hòa,thcs trung hoa,50
ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,dai hoc quoc te hong bang,20
CAO ĐẲNG NGHỀ VIỆT MỸ- VATC,cao dang nghe viet my  vatc,19
CAO ĐẲNG QUỐC TẾ KENT,cao dang quoc te kent,19
Phong trào giáo dục phi chính phủ - Hướng Đạo Sinh Việt Nam,phong trao giao duc phi chinh phu   huong dao sinh viet nam,73
Cao đẳng Công Nghệ Thủ Đức,cao dang cong nghe thu duc,58
Đại học Nông lâm TP.HCM,dai hoc nong lam  hcm,50
Đại học khoa hoc xã hội và nhân văn tp.hcm,dai hoc khoa hoc xa hoi nhan van  hcm,73
Nông Lâm Nghiệp Bình Dương,nong lam nghiep binh duong,58
Đại học Tài chính kế toán,dai hoc tai chinh ke toan,68
CTY TNHH NGK COCA-COLA VIỆT NAM,cty tnhh ngk coca cola viet nam,16
Đại học Kinh tế TPHCM,dai hoc kinh te hcm,55
Đại học công nghiệp thực phẩm tphcm,dai hoc cong nghiep thuc pham hcm,76
Đại Học Thủy Lợi,dai hoc thuy loi,50
ĐH Hồng Bàng, dai hoc  hong bang,39
trường Đại học kinh tế quốc dân ,dai hoc kinh te quoc dan,64
Cao Đẳng Tài Chính Hải Quan,cao dang tai chinh hai quan,63
Hồng Bàng,hong bang,56
phổ thông năng khiếu thể dục thể thao hà nội,pho thong nang khieu the duc the thao ha noi,80
phổ thông năng khiếu thể dục thể thao hà nội,pho thong nang khieu the duc the thao ha noi,80
Đại học Hutech,dai hoc hutech,71
Đại học Sài Gòn,dai hoc sai gon,53
Guilin University Of Technology in China,guilin university of technology in china,88
Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,58
trung hoc cơ sơ,trung hoc co so,87
Cao đẳng Nghề số 8,cao dang nghe so 8,67
saigontourist,saigontourist,100
Đại học Lao động xã hội,dai hoc lao dong xa hoi,65
Aptech fpt,aptech fpt,90
Malaysia Open University,malaysia open university,88
nguyễn trãi,nguyen trai,82
trường cao đẳng kinh tế kỹ thuật phú lâm,cao dang kinh te ky thuat phu lam,71
trường đại học công nghiệp hồ chí minh,dai hoc cong nghiep hcm,59
Saigon Tourist Hospitality College,saigon tourist hospitality college,88
Đại học Cần Thơ,dai hoc can tho,53
cao đẳng miền nam,cao dang mien nam,82
cao đẳng cơ điênj hà nội,cao dang co dienj ha noi,71
