school_name,specialization
"Đại Học Kiến Trúc Hà nội","Quản Lý xây dựng Đô Thị"
"Đại Học KHXH & NV-Đại Học Quốc Gia Hà Nội","Quản lý xã hội"
"Viện an toàn",ATLĐ
PCCC,PCCC
"Viện ATLĐ","Sơ Cấp Cứu"
"thpt mạc đĩnh chi","học sinh"
"trung cap nghe hoc vien hang khong","ksv không lưubt"
ĐHKT,"Quản trị nhân sự"
"Trường QS QK9","Sĩ Quan quân đội"
"Đại học Thủy Lợi","Công nghệ thông tin"
"trung cấp daklak","quản lý đất đai+ công nghệ thông tin"
"cao đẳng thực hành fpt","nghành marketing and sales"
"Đại học Y dược Thành phố Hồ Chí Minu","Bác sĩ đa khoa"
"đại học y dược thành phố hồ chí mi h","dược sĩ trung học"
"truong ki thuat nghiep vu giao thong van tai dong thap","lop thuyen truong k7"
thpt,thpt
"Viện Đại học Mở Hà Nội","Ngôn ngữ Anh"
"Đại học Hồng Bàng","tài chính ngân hàng"
"Đại học Văn Lang","Kế toán – Kiểm toán"
"Trường Cao Đẳng Nghề Đà Lạt","Quản trị Lễ tân Nhà hàng Khách sạn"
"Watpo and Chetawan schools Thailand","General Thai Masage"
"Ngoại Thương","Kinh tế đối ngoại"
"Đại học Kinh tế Quốc Dân","Quản trị kinh doanh"
"ĐH NÔNG LÂM TP.HCM","công nghệ thực phẩm"
"âu lạc ","lai xe fc"
"truong trung cap nghe so 22","lai xe"
"Đại học Vinh","Tài chính ngân hàng"
"THPT Nguyễn Văn Linh","âm nhạc"
"International School of Business","Business Administration"
"Đại học Đà Lạt","Toán Tin học"
"Trường Cao Đẳng Giao Thông Vận Tải 3","Công Nghệ Kỹ Thuật Giao Thông"
"THCS Ngô Tất Tố",0
"THCS Ngô Tất Tố",0
thpt,"bac kien xiong"
thpt,thpt
"trường đại học kinh tế kỹ thuật công nghiệp hà nội","kế toán"
"đại học Kinh tế kỹ thuật công nghiệp Hà Nội","Kế Toán"
"Đại học Xây Dựng","Kĩ thuật công trình biển"
"ĐH Khoa Học Tự Nhiên","Sinh học"
"ĐH Sư phạm Hà Nội 2","nghiệp vụ sư phạm"
"hutech- đại học kỹ thuật công nghệ tp hcm","quản trị kinh doanh "
"ĐẠI HỌC NGOẠI THƯƠNG TP.HCM","KINH TẾ ĐỐI NGOẠI"
"ĐH Mở TPHCM","Luật kinh tế"
"Đại học Bách Khoa Hà Nội","Điện tử viễn thông"
"Đại học Tôn Đức Thắng","chuyên ngành tiếng Trung"
"ĐẠI HỌC SÀI GÒN","Luật thương mại quốc tế"
"university of technology and education","machatronics engineering"
"Đại học Khoa học Xã hội và Nhân văn tp. Hồ Chí Minh","Triết học"
khong,khongkhong
"Học viện nông nghiệp","thú y"
hubt,"tài chính ngân hàng"
"ĐH Kinh Doanh và Công nghệ Hà Nội","Tài chính Ngân hàng"
"công ty cổ phần đào tạo kỹ năng chuyên nghiệp","kỹ năng lễ tân văn thư hành chính"
"Đại học Mở TP Hồ Chí Minh","Kế Toán"
"Đại học Lao động xã hội","kế toán"
"FPT Polytechnic","Ứng dụng phần mềm"
"ĐH Công Nghiệp TPHCM","Ngôn ngữ Anh"
"Đại Học Hồng Đức","Quản Trị Kinh Doanh"
"Đại học kĩ thuật y tế Hải Dương","xét nghiệm đa khoa"
"Học viện Hành Chính Quốc Gia","quản lý Nhà Nước"
"cơ khí","gara oto"
"Cao đẳng Kinh tế - Kỹ thuật Vinatex","kế toán"
"Đại học kinh tế Tp.HCM","Tài chính - Ngân hàng"
"đại học Luật TP.HCM","quản trị kinh doanh"
"Đại học ngoại thương","quản trị du lịch, khách sạn"
"Trường Trung Cấp Hồng Hà","Quản trị kinh doạnh"
"Viện ĐH Mở HN","Kế toán"
"Cao đẳng Phát thanh - Truyền hình 2","Báo chí truyền thông"
"đại học ngoại thương","kinh tế đối ngoại"
"đại học công nghiệp","kế toán"
"Đh Kinh tế tài chính UEF","kế toán"
"Đại học khoa học","Địa chính"
"Cao đẳng Tài chính- Hải quan","Tài chính"
"Đại Học Văn Lang","Quản Trị Kinh Doanh"
"Đại học Luật TpHCM","Quản trị Kinh doanh và Luật Thương Mại"
"Đại Học Công Nghiệp","kế toán"
"đại học Luật TP.HCM","luật Thương Mại"
"Trường đại học bạc liêu","cao đẳng mầm non"
"trung cấp nghề Việt Giao","Quản trị nhà hàng và dịch vụ ăn uống"
"cao đẳng nghề Việt Đức - Hà Tĩnh.","điện dân dụng."
"University of Economics and Law","Management Infomation System"
"trường đại học sư phạm Đà Nẵng","Vật Lý Học"
"Đại Học Công Nghiệp Thành phố Hồ Chí Minh","Nhiệt Lạnh"
"đại học thủy lợi","thủy văn và tài nguyên nước"
"thpt nguyễn hữu cảnh","học sinh"
"Đại học Hà Nội","Ngôn ngữ Anh"
"đại học công nghiệp hà nội","điện công nghiệp"
"Cao đẳng nghề công nghiệp Hà Nội","Kế toán"
"Đại học công nghiệp thưc phẩm hồ chí minh","công nghệ sinh học"
"Đại học Hoa Sen",Marketing
"TTGDTX  U Minh Tỉnh cà mau",Không
"o nha lao dong tu do","lao dong tu dolam nhiệt tình tan tam voi cong việc"
"Cao đẳng FPT Polytechnic","Lập trình Mobile"
"thtp ham tan","thu ngan"
"trường đại học ngoại ngữ - tin học tp.hcm","kế toán"
"Đại học Khoa học xã hội và Nhân văn, Đại học Quốc gia TP.HCM","Ngữ Văn Anh"
"Utica College",Finance
"Đại học Giao Thông Vận Tải","Cầu đường pháp"
"đh Công Nghiệp thực phẩm tp hcm","đảm bảo chất lượng và an toàn thực phẩm"
"Đại học Công Nghiệp Thành Phố Hồ Chí Minh","Tài chính - Ngân hàng"
"Đại học Kinh tế Thành phố Hồ Chí Minh","Ngân hàng"
"Đại học Sư Phạm - Đại học Đà Nẵng","Công tác xã hội"
"cao đẳng y tế phú thọ","y sỹ đa khoa"
"đại học sài gòn","kế toán"
"Cao Đẳng công nghệ bắc hà","kỹ thuật điện điện tử"
"trung tâm đào tạo lái xe thủy nguyên hải phofngtrung","bằng fc"
"Đại học Công Nghiệp Thực Phẩm TpHCM","Quản trị kinh doanh"
"Học viện công nghệ bưu chính viễn thông TPHCM","kế toán"
aptech,"lập trình"
"Trường cao đẳng y tế hà nội","kĩ thuật hình ảnh y học"
"trường cao đẳng công nghệ thủ đức","tin học đồ họa"
"trường đại học giao thông vận tải phân hiệu tphcm","kỹ thuật môi trường"
"THPT Lê Văn Tám",THPT
"Trường Đại Học Hải Phòng","Ngành Công tác xã hội"
"nguyễn hữu cảnh","công nghệ thông tin"
"Đại Học Nông Lâm","Kế Toán"
"trung cap dien","tin hoc"
"Cao đẳng sư phạm","Mầm non"
"cao đẳng kinh tế đối ngoại","xuất nhập khẩu"
"trường đại học công nghiệp tp HCM","công nghệ sinh học"
"trường cao đẳng lương thực thực phẩm Đà Nẵng","công nghệ sinh học"
"đại hoc hồng đức","công nghiệp thông tin"
"đại học công nghiệp thực phẩm","công nghệ sinh học"
"Đại Học Tôn Đức Thắng",CNTT
"Đại học Giao Thông Vận Tải","Kế toán Tổng hợp"
"Đại học Sư Phạm Tp HCM","Sư phạm Tiếng Anh"
"cao đẳng bách việt","công nghệ kỹ thuật xd"
"ĐH Công Nghiệp Thực Phẩm TP.HCM","Công Nghệ Thực Phẩm"
"Ngô Thời Nhiệm","Trung học Phổ thông"
"ĐH Ngoại ngữ Huế","Ngôn ngữ Anh"
"đại học Nguyễn Tất Thành","quản trị kinh doanh"
"Trường phổ thông bắc sơn","vừa tốt nghiệp cấp 3"
"thpt mac dinh chi",thpt
"Đại học bưu điện chính viễn thông","công nghệ thông tin"
"cao đẳng kinh tế công nghệ tphcm ","kỹ thuật điện -điện tử"
"cao đang kinh te cong nghe tphcm","ky thuat dien -dien tu"
"THCS Quốc Thái","Không Có"
"cao dang nge thanh hoa","co dienthe"
"thpt hòa an",karaoke
"đại học xây dựng","xây dựng dân dụng và công nghiệp"
"Đại học Hàng Hải Việt Nam","Kinh tế"
"trung hoc co so","khong co"
"trung hoc co so","khong co"
"Đại học Nguyễn Tất Thành",Dược
"Monash University",Accounting
"Cao Đảng kinh tế Tp.hcm","kế toán doanh nghiệp"
"The National Economics University","Business Administration"
"Foreign Trade University","International business"
"Bach Khoa University","Chemical engineering"
"Đại học tôn đức thắng","Automation engineer"
"THCS Trung Hòa","Tin Học"
"ĐẠI HỌC QUỐC TẾ HỒNG BÀNG","QUẢN TRỊ KINH DOANH"
"CAO ĐẲNG NGHỀ VIỆT MỸ- VATC","QUẢN TRỊ DOANH NGHIỆP VỪA VÀ NHỎ"
"CAO ĐẲNG QUỐC TẾ KENT","KỸ NĂNG THUYẾT TRÌNH"
"Phong trào giáo dục phi chính phủ - Hướng Đạo Sinh Việt Nam","Trưởng Hướng Đạo Sinh - Ngành Ấu"
"Cao đẳng Công Nghệ Thủ Đức","Kế toán"
"Đại học Nông lâm TP.HCM","Quản trị kinh doanh"
"Đại học khoa hoc xã hội và nhân văn tp.hcm","Ngữ văn Anh"
"Nông Lâm Nghiệp Bình Dương","Nông Lâm"
"Đại học Tài chính kế toán","Tài chính tín dụng"
"CTY TNHH NGK COCA-COLA VIỆT NAM","LÃNH ĐẠO TUYẾN ĐẦU"
"Đại học Kinh tế TPHCM","Thẩm định giá"
"Đại học công nghiệp thực phẩm tphcm","kế toán"
"Đại Học Thủy Lợi","xây dựng cầu đường"
"ĐH Hồng Bàng","Phục hồi chức năng Vật lý trị liệu"
"trường Đại học kinh tế quốc dân ","Quản trị kinh doanh"
"Cao Đẳng Tài Chính Hải Quan","Kế Toán Tài Chính Doanh Nghiệp"
"Hồng Bàng","Trung cấp Dược"
"phổ thông năng khiếu thể dục thể thao hà nội","vận động viên"
"phổ thông năng khiếu thể dục thể thao hà nội","vận động viên"
"Đại học Hutech","Kế Toán Tài Chính"
"Đại học Sài Gòn","Ngôn Ngữ Anh"
"Guilin University Of Technology in China","Quản Lý Kinh Tế Quốc Tế"
"Đại học Bách Khoa Hà Nội","Kỹ thuật hóa học"
"trung hoc cơ sơ","đồ gỗ"
"Cao đẳng Nghề số 8","Kế toán Doanh Nghiệp"
saigontourist,"Nhà Hàng Khách Sạn"
"Đại học Lao động xã hội","Kế toán"
"Aptech fpt","phầm mềm"
"Malaysia Open University","Business Admintrator"
"nguyễn trãi","cấp 3"
"trường cao đẳng kinh tế kỹ thuật phú lâm",điện
"trường đại học công nghiệp hồ chí minh","cơ khí ô tô"
"Saigon Tourist Hospitality College","Cook Asia"
"Đại học Cần Thơ","Việt Nam Học (Hướng dẫn viên du lịch)"
"cao đẳng miền nam",dược
"cao đẳng cơ điênj hà nội","điệ  tử công nghiệp"
"siast canada","quản trị kinh doanh quốc tê"
"Cao Đẳng Kinh Tế TPHCM","Quản trị Kinh doanh"
"mỏ địa chất","kỹ thuật dầu khí"
"cao dang nghe du lich sai gon","quan tri nha hang khach san"
"Đại học Kinh tế luật - ĐHQG TPHCM","Quản Trị Kinh Doanh"
"Trường ĐH Ngoại thương cơ sở 2","Kinh tế đối ngoại"
"Trường cao đẳng Viễn Đông","Cơ Khí"
"SAIGON UNIVERSITY","Accounting "
"INSTITUTE OF ACCOUNTING AND BUSINESS MANAGEMENT","Chief Accountant"
"CERTIFICATE OF FINANCIAL ACCOUNTING COLLEGE IV",Accounting
"Đại học Kinh tế Kỹ Thuật Công nghiệp","Kế toán"
"Đại Học Ngoại Thương ","Faculty of Economics and International Business"
"Đại Học Ngoại Thương","Tiếng Nhật Thương Mại"
"truong dai hoc ha long","su pham giao duc"
"Đại học Mỏ Địa chất","Trắc địa"
"cao đẳng y hà đông","điều dưỡng"
"FOREIGN TRADE UNIVERSITY","External Economy"
"Trung Cấp Thủy Sản","Tin học ứng dụng"
"Đại học mở Thành phố Hồ Chí Minh ","Xây dựng dân dụng và công nghiệp"
"TCNTT TÂN TIẾN","ĐIỆN CÔNG NGHIỆP"
"cao đẳng dược phú thọ","dược sỹ"
"đại học kinh tế quốc dân","kế toán tổng hợp"
"Đại học Quy Nhơn","Sư phạm tiếng Anh"
"đại học Tài chính - Ngân hàng Hà Nội","Tài chính - Ngân hàng"
"Đại học Ngoại ngữ-Tin học TP HCM","Kế toán doanh nghiệp"
"Đại Học Văn Lang","Tài chính ngân hàng"
"đại học hutech",marketing
"Cao đẳng Công Nghệ Thông Tin Tp.HCM","Tài chính - Ngân hàng"
hutech,"kế toán tài chính"
"ĐẠI HỌC KINH TẾ KĨ THUẬT BÌNH DƯƠNG","KẾ TOÁN"
"Cao đẳng y tế HN","Điều dưỡng"
"Trung học phổ thông Yên Dũng số 2","chính quy"
"cao đẳng nghề số 8","chuyên nganh Dươc sĩ"
"Banking Academy","Financial and Banking"
"Troy University","Quản Trị Kinh Doanh"
"Đại học Sư Phạm Hà Nội","Việt Nam học"
"Đại học Văn hiến","Tài chính ngân hàng"
"Trường ĐH Võ Trường Toản","Kế toán"
"khoa luật đại học quốc gia","luật kinh doanh"
"đại học công nghiệp","nhà hàng khách sạn"
"CĐ Công nghệ kinh tế Hà Nội","kế toán"
"Đại học công nghiệp","nhà hàng khách sạn"
"dai hoc lac hong","xay dung"
"Đại học Bà Rịa Vũng Tàu","Quản trị kinh doanh"
"Cao Đẳng Y Tế Đồng Nai",Nurse
"Thu Duc Vocational College","Industrial electricity"
"cao đẳng thương mại và du lịch tw4","kế toán doanh nghiệp"
"Hanoi University","Accounting - English"
"trường Cao Đẳng Công Nghiệp Tuy Hòa","trung cấp kế toán"
"Cao đẳng Kỹ nghệ 2","Quản lý nhà hàng khách sạn"
"Đại Học Công Nghiệp","quản trị ks.-nh"
"đại học sài gòn","quản trị kinh doanh"
thcs,"tư vấn & bán hàng"
"trường đại học Coing Nghiệp Hà Nội",marketing
"Đại Học Nguyễn Tất Thành","Dược Học"
"Đại học Kinh tế TP HCM.","Kế toán kiểm toán"
"đại học Sư phạm tp.hcm","giáo dục đặc biệt"
"trung cấp kinh tế kỹ thuật bắc thăng long","điện tử điện công nghiệp điện dân dụng"
"Đại học Tôn Đức Thắng","Tài chính tín dụng"
"sở cảnh sát pccc đà nẵng",pccc&cnch
"Đại học Nguyễn Tất Thành","Tài chính - Ngân Hàng"
"THCS Bình Trị Đông","Kinh Doanh"
"Đại học tổng hợp liên bang đông bắc mang tên Ammosova (tp. Yakutsk) -liên bang Nga","tài chính tín dụng"
"ĐH TÀI CHÍNH - MARKETING","QUẢN TRỊ MARKETING"
"trường ĐH Điều dưỡng Nam Định","Điều Đưỡng"
"Đại học Hoa Sen","Quản trị khách sạn"
"Đại học sài gòn","Trung cấp sư phạm mầm non"
"Trường Đại học kinh tế Tp Hồ Chí Minh","Tài chính- ngân hàng"
"truong dai hoc kinh te tp","kế toán"
"Học viện Báo chí & Tuyên truyền","Quan hệ công chúng - Quảng cáo"
"đại học kiến trúc hà nội","ngành vật liệu xây dựng"
"k có","k là"
"Đại học Nguyễn Tất Thành","Điều dưỡng"
"đại học thủ dầu một","công nghệ thông tin"
"trung cấp kĩ thuật nông nghiệp tphcm","thú y"
"đại học nguyễn tất thành","ngôn ngữ anh"
"cao đẳng nghề đồng nai","cơ khí hàn"
"Đại học Tây Đô","Quản trị Kinh doanh"
"Trường trung cấp nghề tw 3","Lái xe"
"ĐH Tài Nguyên- Môi Trường Hà Nội","quản lý tài nguyên- nguồn lực"
"Đại học BK Đà Nẵng","Điện Tử- Viễn Thông"
"luong the vinh","tu do"
"Học viện quản lý giáo dục","quản lý giáo dục"
"Đại học Sư Phạm Kỹ thuật TPHCM","Kỹ thuật in"
"Trung Cấp Chuyên Nghiệp Hồng Hà","Điện Dân Dụng Và Công Nghiệp"
"ĐẠI HỌC HÙNG VƯƠNG","SƯ PHẠM"
"Cao đẳng",Y
"trường đại học công nghệ tphcm","thương mại"
"Trường Đại Học Tôn Đức Thắng","Kế toán"
"Viện Đại Học Mở Hà Nội","Kế toán"
"thpt lak","hoc pho thong"
"dai hoc ha longk co","su pham giao duc"
"trần hữu trang","kinh doanh"
"CĐCN Huế","Điện công nghiệp"
"Âu Việt","Dược Sĩ"
"cao đẳng mỹ thuật trang trí đồng nai","thiết kế thời trang"
"HỌC VIỆN TÀI CHÍNH","kế toán"
"trường Đại học Công nghệ Sài Gòn","Công nghệ thực phẩm"
"đại học thành tây","xây dựng dân dụng"
"đại học thành tây","xây dựng dân dụng"
"cao đẳng công nghệ đà nẵng ","kĩ thuật điện "
"trung học phổ thông","tiếng anh"
"Đại Học Nguyễn Tất Thành","Tài Chính Ngân Hàng"
"Trung học cơ sở tân tiến",Học
"Trung học cơ sở tân tiến",Học
"Đại học Công nghệ Tp.HCM","Quản Trị Kinh Doanh"
"university of the finance - marketing","Thương mại quốc tế"
"Đại học Hoa Sen","Kế toán"
"Trường Đại học Khoa học và Công nghệ Hà Nội","Khoa học vật liệu tiên tiến và công nghệ nano (dạy bằng tiếng Anh)"
"Trường Đại học Luật Thành phố Hồ Chí Minh","Luật Dân sự"
"Đại Học Bình Dương","Công Nghệ Thông Tin"
"Cao đẳng kĩ thuật Cao Thắng","Cơ khí chế tạo"
"trung tam đào tạo beauty academy","ky thuật viên"
"Đại học Mở TP. HCM","Quản trị Marketing"
"THPT Hùng Vương","Tốt nghiệp 12"
"Cao đẳng Thương Mại và Du Lịch Hà Nội","Kế Toán"
"đại học kinh doanh công nghệ hà nội","tài chính ngân hàng"
"ĐH Nguyễn Tất Thành","Tiếng Anh Thương Mại"
"đại học tai nguyên và môi trường hà nội","quản lý tài nguyên và môi trường"
